dataset_id	patient_id	cell_type	number_of_cells	library_size	eligibility_observed	eligibility_expected	eligibility_agreement	independent_review_status	notes
PENG_CRA001160	T6	malignant_epithelial	290	4097944.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T6	myeloid	246	1703035.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T6	nonmalignant_epithelial	612	6932267.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	B_cell	2	9435.0	INELIGIBLE	INELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	T_cell	17	84148.0	INELIGIBLE	INELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	endothelial	116	1039738.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	fibroblast_caf	182	1147765.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	malignant_epithelial	137	2611926.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	myeloid	29	197385.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T7	nonmalignant_epithelial	264	3025161.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	B_cell	13	82304.0	INELIGIBLE	INELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	T_cell	56	420519.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	endothelial	21	156363.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	fibroblast_caf	47	436449.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	malignant_epithelial	469	8004170.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	myeloid	84	740176.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T8	nonmalignant_epithelial	7	62465.0	INELIGIBLE	INELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T9	T_cell	15	95074.0	INELIGIBLE	INELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T9	endothelial	5	29881.0	INELIGIBLE	INELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T9	fibroblast_caf	725	6621064.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T9	malignant_epithelial	1400	18381031.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T9	myeloid	138	972043.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
PENG_CRA001160	T9	nonmalignant_epithelial	71	817623.0	ELIGIBLE	ELIGIBLE	True	PASS	Checked that cell count >= 20 corresponds to ELIGIBLE status.
