genus	evidence_category	primary_q_value	reasons
Rhizobium	ROBUST_ASSOCIATION	0.013457209804348436	primary_q=0.0134572; primary_direction=negative; bootstrap_ci_excludes_zero=True; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Sinorhizobium	NO_SUPPORTED_ASSOCIATION	0.2620962047572966	primary_q=0.262096; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=1; sign_reversal=False; influence_sensitive=False; contamination_sensitive=False
Stenotrophomonas	METHOD_SENSITIVE	0.6597676929808626	primary_q=0.659768; primary_direction=negative; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=True; contamination_sensitive=False
Corynebacterium	METHOD_SENSITIVE	0.42076441464328906	primary_q=0.420764; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Leptothrix	METHOD_SENSITIVE	0.729988955063713	primary_q=0.729989; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Altererythrobacter	METHOD_SENSITIVE	0.9329795717732935	primary_q=0.93298; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=False; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=True; contamination_sensitive=False
Roseolovirus	CONTAMINATION_SENSITIVE	0.0008277687598308975	primary_q=0.000827769; primary_direction=negative; bootstrap_ci_excludes_zero=True; spearman_same_direction=True; preprocessing_same_direction_fraction=0.875; sign_reversal=True; influence_sensitive=True; contamination_sensitive=True
Janibacter	METHOD_SENSITIVE	0.28694551176841815	primary_q=0.286946; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.875; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Lactobacillus	METHOD_SENSITIVE	0.6614595004735389	primary_q=0.66146; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Acinetobacter	METHOD_SENSITIVE	0.22698672715284737	primary_q=0.226987; primary_direction=negative; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Janthinobacterium	NO_SUPPORTED_ASSOCIATION	0.7806082001048338	primary_q=0.780608; primary_direction=negative; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=1; sign_reversal=False; influence_sensitive=False; contamination_sensitive=False
Paracoccus	NO_SUPPORTED_ASSOCIATION	0.23289842953667733	primary_q=0.232898; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=1; sign_reversal=False; influence_sensitive=True; contamination_sensitive=False
Delftia	METHOD_SENSITIVE	0.9433058020707734	primary_q=0.943306; primary_direction=negative; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.714; sign_reversal=True; influence_sensitive=True; contamination_sensitive=False
Sphingorhabdus	METHOD_SENSITIVE	0.17741796844354815	primary_q=0.177418; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Klebsiella	CONTAMINATION_SENSITIVE	0.0038267169836225367	primary_q=0.00382672; primary_direction=negative; bootstrap_ci_excludes_zero=True; spearman_same_direction=True; preprocessing_same_direction_fraction=1; sign_reversal=False; influence_sensitive=False; contamination_sensitive=True
Brachybacterium	METHOD_SENSITIVE	0.3310933141556599	primary_q=0.331093; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=True; preprocessing_same_direction_fraction=0.857; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Herbaspirillum	ROBUST_ASSOCIATION	0.038992214787572095	primary_q=0.0389922; primary_direction=positive; bootstrap_ci_excludes_zero=True; spearman_same_direction=True; preprocessing_same_direction_fraction=0.875; sign_reversal=True; influence_sensitive=False; contamination_sensitive=False
Melaminivora	METHOD_SENSITIVE	0.9625311137464864	primary_q=0.962531; primary_direction=positive; bootstrap_ci_excludes_zero=False; spearman_same_direction=False; preprocessing_same_direction_fraction=0.889; sign_reversal=True; influence_sensitive=True; contamination_sensitive=False
