patient_id	major_cell_class	n_cells	marker_mean_acinar	marker_mean_b_cell	marker_mean_endocrine	marker_mean_endothelial	marker_mean_fibroblast_caf	marker_mean_malignant_or_ductal	marker_mean_mast	marker_mean_myeloid	marker_mean_nk_cell	marker_mean_t_cell
N2	B_cell	6	19.083333333333332	7.958333333333333	27.916666666666668	0.2222222222222222	0.27777777777777773	0.3095238095238095	0.0	0.1	0.041666666666666664	0.041666666666666664
N2	T_cell	2	9.25	0.125	8.875	0.0	0.25	0.7142857142857143	0.0	0.0	1.125	2.0
N2	endothelial	314	19.680732484076433	0.044585987261146494	10.472929936305734	5.114649681528662	0.09872611464968152	0.3348498635122839	0.0021231422505307855	0.07898089171974522	0.015923566878980895	0.024681528662420384
N2	fibroblast_caf	226	11.655973451327434	0.007743362831858407	10.230088495575222	0.25663716814159293	16.730825958702066	0.20417193426042982	0.0029498525073746312	0.06548672566371681	0.014380530973451327	0.023230088495575223
N2	myeloid	111	10.993243243243242	0.0	10.79954954954955	0.14714714714714713	0.11261261261261261	0.2882882882882883	0.0	4.807207207207208	0.033783783783783786	0.1509009009009009
N2	nonmalignant_epithelial	1300	146.20923076923077	0.0036538461538461542	78.32807692307692	0.2241025641025641	0.18320512820512821	2.1805494505494507	0.009487179487179488	0.11446153846153846	0.020384615384615383	0.01403846153846154
N3	B_cell	8	0.75	2.875	26.8125	0.08333333333333333	0.10416666666666667	0.125	0.0	0.0	0.0	0.0
N3	T_cell	2	0.125	0.0	5.375	0.0	0.08333333333333333	0.0	0.0	0.2	1.25	0.625
N3	endothelial	111	0.45045045045045046	0.02027027027027027	14.655405405405405	3.5345345345345343	0.027027027027027025	0.05534105534105533	0.003003003003003003	0.02702702702702702	0.033783783783783786	0.01126126126126126
N3	fibroblast_caf	93	0.3629032258064516	0.013440860215053765	7.46505376344086	0.06093189964157706	2.700716845878136	0.033794162826420886	0.0	0.015053763440860216	0.002688172043010753	0.024193548387096774
N3	myeloid	32	1.0234375	0.015625	12.2265625	0.09375	0.005208333333333333	0.04017857142857143	0.010416666666666666	2.175	0.015625	0.140625
N3	nonmalignant_epithelial	209	11.450956937799043	0.009569377990430622	150.29904306220095	0.12121212121212122	0.043859649122807015	0.9911141490088858	0.001594896331738437	0.08325358851674641	0.014354066985645933	0.009569377990430622
N4	endothelial	205	0.5804878048780489	0.046341463414634146	20.997560975609755	5.6504065040650415	0.014634146341463415	0.18745644599303138	0.0016260162601626016	0.01073170731707317	0.0	0.0024390243902439024
N4	fibroblast_caf	44	0.4943181818181819	0.0	2.2386363636363638	0.03787878787878788	7.1931818181818175	0.19155844155844157	0.0	0.022727272727272728	0.0	0.03409090909090909
N4	nonmalignant_epithelial	725	1.9724137931034482	0.000689655172413793	21.88758620689655	0.1310344827586207	0.024827586206896554	2.327881773399015	0.010574712643678161	0.2292413793103448	0.000689655172413793	0.0010344827586206897
N5	T_cell	1	0.0	0.0	0.75	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	3.0	0.25
N5	endothelial	225	0.3766666666666667	0.016666666666666666	3.2455555555555557	5.0888888888888895	0.0162962962962963	0.23746031746031743	0.0014814814814814814	0.009777777777777778	0.003333333333333333	0.0011111111111111111
N5	fibroblast_caf	34	0.1985294117647059	0.007352941176470588	2.0220588235294117	0.1568627450980392	3.799019607843137	0.14285714285714285	0.0	0.011764705882352941	0.0	0.03676470588235294
N5	myeloid	3	0.08333333333333333	0.0	1.6666666666666667	0.3333333333333333	0.0	0.0	0.0	2.9999999999999996	0.08333333333333333	0.08333333333333333
N5	nonmalignant_epithelial	624	4.219951923076923	0.0008012820512820513	18.95753205128205	0.24091880341880342	0.030715811965811964	1.3608058608058609	0.011752136752136752	0.07788461538461537	0.0016025641025641025	0.0
N6	T_cell	4	0.5	0.0	1.8125	0.16666666666666666	0.0	0.0	0.0	0.25	6.5	0.625
N6	endothelial	328	0.600609756097561	0.038871951219512195	3.3315548780487805	4.841463414634146	0.036077235772357726	0.08797909407665506	0.0010162601626016261	0.01951219512195122	0.004573170731707318	0.002286585365853659
N6	fibroblast_caf	133	0.34962406015037595	0.0018796992481203006	3.3157894736842106	0.2431077694235589	11.170426065162907	0.07303974221267454	0.0	0.03308270676691729	0.0	0.02631578947368421
N6	myeloid	7	0.10714285714285714	0.03571428571428571	5.321428571428571	0.38095238095238093	0.07142857142857142	0.061224489795918366	0.0	6.085714285714285	0.0	0.25
N6	nonmalignant_epithelial	246	3.2936991869918697	0.0020325203252032522	58.94613821138212	0.1991869918699187	0.06639566395663957	2.1004645760743323	0.0040650406504065045	0.7	0.005081300813008131	0.0040650406504065045
N7	T_cell	8	1.15625	0.03125	18.5625	0.08333333333333333	0.020833333333333332	1.4107142857142858	0.0	0.1	2.125	1.15625
N7	endothelial	203	2.4642857142857144	0.04064039408866996	20.075123152709356	5.924466338259442	0.02873563218390805	0.3406052076002815	0.0016420361247947454	0.026600985221674877	0.007389162561576354	0.01600985221674877
N7	fibroblast_caf	66	0.7272727272727273	0.003787878787878788	15.34469696969697	0.2828282828282828	7.338383838383838	0.16017316017316016	0.005050505050505051	0.015151515151515152	0.0	0.06060606060606061
N7	myeloid	7	0.9642857142857143	0.03571428571428571	20.428571428571427	0.19047619047619047	0.0	0.2857142857142857	0.0	5.9714285714285715	0.0	0.21428571428571427
N7	nonmalignant_epithelial	831	17.586040914560773	0.0027075812274368234	244.2882069795427	0.3176895306859206	0.04452466907340553	2.5624892556300503	0.011231448054552748	0.23730445246690737	0.01684717208182912	0.028279181708784597
N8	B_cell	3	5.583333333333333	10.083333333333334	37.583333333333336	0.5555555555555555	0.16666666666666666	0.3333333333333333	0.0	0.06666666666666667	0.08333333333333333	0.0
N8	T_cell	10	2.1	0.1	8.825	0.13333333333333333	1.05	0.4142857142857143	0.0	0.06000000000000001	0.625	1.6749999999999998
N8	endothelial	357	4.733893557422969	0.04201680672268908	11.59733893557423	8.140989729225023	0.0854341736694678	0.23849539815926368	0.0018674136321195146	0.11484593837535015	0.04481792717086835	0.02661064425770308
N8	fibroblast_caf	254	3.293307086614173	0.012795275590551181	10.213582677165356	0.35695538057742776	13.53543307086614	0.08998875140607424	0.0013123359580052493	0.04566929133858268	0.01968503937007874	0.04330708661417323
N8	myeloid	105	2.4119047619047618	0.016666666666666666	14.3	0.2761904761904762	0.12698412698412695	0.1850340136054422	0.0	8.756190476190476	0.03571428571428571	0.24523809523809523
N8	nonmalignant_epithelial	491	88.05957230142566	0.0030549898167006105	250.43279022403257	0.3761031907671419	0.16870332654446707	2.806808263020076	0.008146639511201629	0.07983706720977596	0.02342158859470468	0.028004073319755605
N9	B_cell	6	10.416666666666666	6.958333333333333	27.125	0.9444444444444445	0.05555555555555555	0.33333333333333337	0.0	0.06666666666666667	0.041666666666666664	0.0
N9	T_cell	4	3.1875	0.0	8.9375	0.25	0.08333333333333333	1.8571428571428572	0.0	0.0	0.25	0.6875
N9	endothelial	694	7.7017291066282425	0.0814121037463977	17.27449567723343	11.32084534101825	0.07276657060518732	0.34582132564841495	0.0048030739673390966	0.05850144092219021	0.029178674351585013	0.008645533141210374
