sample_id	patient_id	cell_type	tumor_control_status	HALLMARK_PROTEIN_SECRETION	HALLMARK_SPERMATOGENESIS	MEblack	MEblue	MEgreen	MEtan	MEgreenyellow	dataset_id
T2|myeloid	T2	myeloid	PDAC_TUMOR	0.633497333723434	0.0767274065155313	0.300961503118223	0.285874255864505	0.314320718359555	0.237804624036659	0.311267306732481	PENG_CRA001160
T2|nonmalignant_epithelial	T2	nonmalignant_epithelial	PDAC_TUMOR	0.657218268047633	0.0783357424466708	0.246017680140167	0.297857512502766	0.373778075966167	0.217255571755884	0.427456544037602	PENG_CRA001160
T3|T_cell	T3	T_cell	PDAC_TUMOR	0.60920848494704	0.118168060682158	0.344562713650343	0.359932495449473	0.393482932261809	0.26349510518642	0.307878468715244	PENG_CRA001160
T3|endothelial	T3	endothelial	PDAC_TUMOR	0.648728725949446	0.0630212892388407	0.309437372116103	0.348970467922277	0.373802359014402	0.24674234534472	0.26613834381988	PENG_CRA001160
T3|fibroblast_caf	T3	fibroblast_caf	PDAC_TUMOR	0.657550840194354	0.0712999059781452	0.314719972554738	0.337986394587036	0.396490785525209	0.225023536763175	0.271613618232051	PENG_CRA001160
T3|malignant_epithelial	T3	malignant_epithelial	PDAC_TUMOR	0.681747023269577	0.0930773398030853	0.334547030643126	0.44270076179719	0.521182563515348	0.218170381170589	0.321567440745442	PENG_CRA001160
T3|myeloid	T3	myeloid	PDAC_TUMOR	0.649075174472422	0.0908816952014868	0.296485719886788	0.352714962733281	0.371736415884882	0.254831910018746	0.292345148219907	PENG_CRA001160
T4|B_cell	T4	B_cell	PDAC_TUMOR	0.619721474822626	0.13178686151045	0.354737677199603	0.358350064526936	0.403291609055485	0.268618204540721	0.319671216295347	PENG_CRA001160
T4|T_cell	T4	T_cell	PDAC_TUMOR	0.61561932937652	0.0992631207097883	0.317418552507443	0.346308150292284	0.399082477582665	0.246289523016038	0.30058203283121	PENG_CRA001160
T4|endothelial	T4	endothelial	PDAC_TUMOR	0.639784292913718	0.0831442129516527	0.306812306259726	0.347798282287981	0.376992125802937	0.256759841699646	0.290993228611964	PENG_CRA001160
T4|fibroblast_caf	T4	fibroblast_caf	PDAC_TUMOR	0.642830205274878	0.0482070591261742	0.287517306443511	0.33667864154876	0.387433313202128	0.201590918558634	0.289500222044936	PENG_CRA001160
T4|malignant_epithelial	T4	malignant_epithelial	PDAC_TUMOR	0.666941992626378	0.0999748543484873	0.305417682590637	0.42313088410132	0.530532583768667	0.206097063111852	0.325060423732477	PENG_CRA001160
T4|myeloid	T4	myeloid	PDAC_TUMOR	0.646503856091103	0.0578527142198274	0.278114240905693	0.357650825894661	0.383023532576442	0.256740262445324	0.33430810405065	PENG_CRA001160
T5|T_cell	T5	T_cell	PDAC_TUMOR	0.603289855029113	0.117165090100978	0.343428146097014	0.340016398359162	0.352027686861719	0.271089772963966	0.3703772405906	PENG_CRA001160
T5|endothelial	T5	endothelial	PDAC_TUMOR	0.650965921355598	0.0927657983106114	0.291064055282601	0.324228199881039	0.331513116509438	0.215819204332431	0.311685458611217	PENG_CRA001160
T5|fibroblast_caf	T5	fibroblast_caf	PDAC_TUMOR	0.657193743349101	0.0712670965778036	0.274389220383008	0.31477645335916	0.32465713277908	0.19517017288065	0.308878260425304	PENG_CRA001160
T5|malignant_epithelial	T5	malignant_epithelial	PDAC_TUMOR	0.667130703308647	0.10124455467599	0.324706556232158	0.416616133093693	0.484741662907331	0.192986877733805	0.336062455541888	PENG_CRA001160
T5|myeloid	T5	myeloid	PDAC_TUMOR	0.663572054576521	0.102171586311274	0.298366455517845	0.331064261383118	0.321673143890669	0.232213705478025	0.352254050846325	PENG_CRA001160
T5|nonmalignant_epithelial	T5	nonmalignant_epithelial	PDAC_TUMOR	0.684508515828113	0.100280184990539	0.258192839727018	0.324063500516429	0.358924491233505	0.19142803582587	0.40732158787674	PENG_CRA001160
T6|T_cell	T6	T_cell	PDAC_TUMOR	0.598739641695198	0.127584101687207	0.338469313990958	0.346758622022471	0.341980889659711	0.282193293063945	0.366756925640492	PENG_CRA001160
T6|endothelial	T6	endothelial	PDAC_TUMOR	0.640611564166154	0.0844081895992553	0.27058057757575	0.3369362124586	0.326442983507414	0.205702145386378	0.332493623576849	PENG_CRA001160
T6|fibroblast_caf	T6	fibroblast_caf	PDAC_TUMOR	0.638486262521481	0.0615267670979176	0.277851428011321	0.335502053910591	0.317775086639196	0.205910018746095	0.333072512408972	PENG_CRA001160
T6|malignant_epithelial	T6	malignant_epithelial	PDAC_TUMOR	0.668465207860408	0.101675658328583	0.339183932269013	0.473084895686822	0.477455073744058	0.191013122266195	0.371219046346477	PENG_CRA001160
T6|myeloid	T6	myeloid	PDAC_TUMOR	0.650091398436832	0.118639407157574	0.289205067571707	0.349386761492271	0.331129611816632	0.218022495313476	0.32863475769592	PENG_CRA001160
T6|nonmalignant_epithelial	T6	nonmalignant_epithelial	PDAC_TUMOR	0.666241962386817	0.10335149477249	0.243482975360526	0.340402056845258	0.366254203741055	0.207841699645907	0.431732775797495	PENG_CRA001160
T7|endothelial	T7	endothelial	PDAC_TUMOR	0.640690181568648	0.0692008303300444	0.285006800053911	0.317997753904363	0.328893687349473	0.229678816913143	0.328415856759402	PENG_CRA001160
T7|fibroblast_caf	T7	fibroblast_caf	PDAC_TUMOR	0.650662495382502	0.0608251546845179	0.289347194824608	0.313675165039355	0.323666551880419	0.227780462403666	0.299699748087073	PENG_CRA001160
T7|malignant_epithelial	T7	malignant_epithelial	PDAC_TUMOR	0.654450719990383	0.101942481858363	0.308343237315755	0.443617702783855	0.502094622246831	0.222857737971256	0.34847299894283	PENG_CRA001160
T7|myeloid	T7	myeloid	PDAC_TUMOR	0.610661865963536	0.0405477845238174	0.312536910202532	0.354723743836298	0.35743998057356	0.290537804624037	0.364995107151419	PENG_CRA001160
T7|nonmalignant_epithelial	T7	nonmalignant_epithelial	PDAC_TUMOR	0.655506194642553	0.0554265978498791	0.266434688851587	0.324884313190767	0.373665871536395	0.19600499895855	0.443080254506726	PENG_CRA001160
T8|T_cell	T8	T_cell	PDAC_TUMOR	0.635730987731717	0.138342001775196	0.347661639119301	0.402545038225854	0.339108163186272	0.249364715684232	0.345343540850373	PENG_CRA001160
T8|endothelial	T8	endothelial	PDAC_TUMOR	0.625759778902754	0.0796799181737536	0.336865175147334	0.386654519999057	0.346596657522147	0.281859612580712	0.352392386806208	PENG_CRA001160
T8|fibroblast_caf	T8	fibroblast_caf	PDAC_TUMOR	0.661228213140538	0.0556304301054772	0.323798657142507	0.370289623224257	0.310964528955966	0.234093730472818	0.342850742573285	PENG_CRA001160
T8|malignant_epithelial	T8	malignant_epithelial	PDAC_TUMOR	0.668210116061349	0.137691615227373	0.401738608378157	0.508279668253535	0.453447826510181	0.187740054155384	0.370158339654082	PENG_CRA001160
T8|myeloid	T8	myeloid	PDAC_TUMOR	0.674943613324182	0.0860646624947277	0.324009703860715	0.401333091402061	0.323984324873692	0.234363257654655	0.330599364126184	PENG_CRA001160
T9|fibroblast_caf	T9	fibroblast_caf	PDAC_TUMOR	0.667524270338781	0.0594434188169791	0.283153632208976	0.375691955642116	0.343670131536666	0.182270776921475	0.27448251740007	PENG_CRA001160
T9|malignant_epithelial	T9	malignant_epithelial	PDAC_TUMOR	0.667670664456565	0.0776319654130012	0.341747123760981	0.449378601680204	0.424929270388602	0.183338471151843	0.346535116504816	PENG_CRA001160
T9|myeloid	T9	myeloid	PDAC_TUMOR	0.657954038726424	0.0989191527355007	0.328309053260963	0.377680337214973	0.333931582511601	0.250373255571756	0.291302126522383	PENG_CRA001160
T9|nonmalignant_epithelial	T9	nonmalignant_epithelial	PDAC_TUMOR	0.653204466701288	0.0992167622508286	0.288632576546553	0.363590166996997	0.383647879053673	0.246226202874401	0.404674340644441	PENG_CRA001160
