dataset_id	module_name	total_discovery_genes	mapped_genes	detected_genes	coverage_fraction	duplicate_mappings	eligibility	exclusion_reason
"PENG_CRA001160"	"MEblack"	270	270	68	0.251851851851852	0	"INELIGIBLE"	"INSUFFICIENT_SINGLE_CELL_DATA_LOW_COVERAGE_LT_0.80"
"PENG_CRA001160"	"MEblue"	1691	1691	582	0.344175044352454	0	"INELIGIBLE"	"INSUFFICIENT_SINGLE_CELL_DATA_LOW_COVERAGE_LT_0.80"
"PENG_CRA001160"	"MEgreen"	515	515	199	0.386407766990291	0	"INELIGIBLE"	"INSUFFICIENT_SINGLE_CELL_DATA_LOW_COVERAGE_LT_0.80"
"PENG_CRA001160"	"MEtan"	103	103	50	0.485436893203884	0	"INELIGIBLE"	"INSUFFICIENT_SINGLE_CELL_DATA_LOW_COVERAGE_LT_0.80"
"PENG_CRA001160"	"MEgreenyellow"	166	166	53	0.319277108433735	0	"INELIGIBLE"	"INSUFFICIENT_SINGLE_CELL_DATA_LOW_COVERAGE_LT_0.80"
