taxon	Azoarcus	Candida	Ensifer	Cutibacterium	Chryseobacterium	Ochrobactrum	Burkholderia	Rhizobium	Herbaspirillum
Azoarcus	1	0.380521313961808	-0.0334826122063841	0.491326131470769	-0.208135306763743	-0.398176937029167	0.515853239213298	0.610025936608926	-0.301598002490811
Candida	0.380521313961808	1	-0.188052239107373	0.494760393522122	-0.107356376391983	-0.343566305679456	0.346931309645622	0.417104878632139	-0.152862555750226
Ensifer	-0.0334826122063841	-0.188052239107373	1	-0.374568480337463	0.0328995226925047	0.456826741323322	-0.249526073775372	0.0916472787690778	-0.066838774919113
Cutibacterium	0.491326131470769	0.494760393522122	-0.374568480337463	1	-0.136909252141959	-0.534195612544956	0.532041312578584	0.560255989525021	0.0122711894944888
Chryseobacterium	-0.208135306763743	-0.107356376391983	0.0328995226925047	-0.136909252141959	1	-0.0387927543406052	-0.23646101967042	-0.276535395502681	0.129247712464552
Ochrobactrum	-0.398176937029167	-0.343566305679456	0.456826741323322	-0.534195612544956	-0.0387927543406052	1	-0.309987030441385	-0.226581119645117	-0.00442983182541527
Burkholderia	0.515853239213298	0.346931309645622	-0.249526073775372	0.532041312578584	-0.23646101967042	-0.309987030441385	1	0.493091787739777	-0.151334950004244
Rhizobium	0.610025936608926	0.417104878632139	0.0916472787690778	0.560255989525021	-0.276535395502681	-0.226581119645117	0.493091787739777	1	-0.310399762959472
Herbaspirillum	-0.301598002490811	-0.152862555750226	-0.066838774919113	0.0122711894944888	0.129247712464552	-0.00442983182541527	-0.151334950004244	-0.310399762959472	1
