genus	analysis_role	model	formula	n	coefficient	robust_se_HC3	ci_lower	ci_upper	t_statistic_HC3	p_value	r_squared	adjusted_r_squared	partial_r_squared	cohens_f2	residual_shapiro_p	residual_breusch_pagan_p	max_abs_studentized_residual	max_cooks_distance	max_leverage	residual_sum_squares	total_sum_squares	multiple_testing_family	coefficient_interpretation	bh_q_value	rank_by_p	contamination_risk_category
Agrobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.21453134297342788	0.10722772441799978	-0.42901872658629814	-4.395936055762162e-05	-2.0007077846502876	0.04995454491261218	0.0700709148747366	0.05457209678931563	0.0700709148747366	0.07535081544986616	0.04427840929953601	0.1427066056769069	3.853442868021163	0.17795285354939425	0.09080065219490129	37.25832968675498	40.06577521095193	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.12998225181044593	45	LOW_CURRENT_CONCERN
Azospirillum	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.10052029247297183	0.17262436773305165	-0.24477985433004007	0.44582043927598375	0.5823065062773617	0.5625421128938579	0.006189733656713048	-0.010373770782341696	0.006189733656713048	0.006228285082511875	0.033783478432156955	0.5738840653082053	2.195815227366749	0.181833858718385	0.09080065219490129	98.9620855443157	99.57844962544563	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.7711251435174232	89	LOW_CURRENT_CONCERN
Clostridium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.3280822276246494	0.24902934667571558	-0.8262150873977174	0.1700506321484186	-1.3174440362319062	0.19269866009343534	0.026962904464171156	0.010745619538574114	0.026962904464171156	0.027710047836689424	3.127677058590486e-10	0.48945170804398475	3.7913637664322897	0.19537310645664407	0.09080065219490129	236.95068560577334	243.51660043884561	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.3469750561478388	67	LOW_CURRENT_CONCERN
Ensifer	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.4155740207649449	0.15808209990432792	0.09936274062687706	0.7317853009030126	2.628849319539988	0.010865342932793377	0.1023647972687648	0.08740421055657754	0.1023647972687648	0.11403830526844241	0.5222899468736766	0.28979264067364524	2.673406436047352	0.15406244380523634	0.09080065219490129	92.37955392287448	102.91436169369379	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.04016884356972097	33	LOW_CURRENT_CONCERN
Roseomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.06461365419924883	0.17053373991895365	-0.4057319227390781	0.2765046143405804	-0.378890735815426	0.7061065036170256	0.003790230556968921	-0.012813265600414958	0.003790230556968921	0.0038046510616815106	0.0009325443667027593	0.06859095831055617	2.70094480779979	0.20284851185273833	0.09080065219490129	66.93659384764659	67.19126423049438	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8645806217811028	99	LOW_CURRENT_CONCERN
Croceicoccus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.035517590763580596	0.1915758886944932	-0.3476912421424605	0.41872642366962165	0.18539697769702446	0.8535429925142518	0.0006178114579247218	-0.01603855835110979	0.0006178114579247218	0.0006181933848811147	5.009861111496261e-07	0.02647391312604042	2.363801063780407	0.20108175136258447	0.09080065219490129	124.47796491291821	124.55491636739086	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9329795717732935	111	LOW_CURRENT_CONCERN
Rhodobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.23072036227089346	0.21594760821889103	-0.20123916811854295	0.6626798926603299	1.068408972777454	0.2896158422601023	0.02140276102167582	0.00509280703870385	0.02140276102167582	0.02187085776373204	0.0010096226121322713	0.752111860728425	1.985584692765607	0.18664298882079	0.09080065219490129	148.46902918164508	151.71617420119622	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.46490964152279574	76	LOW_CURRENT_CONCERN
Micrococcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.0561582938388701	0.2741906160169642	-0.6046211858743519	0.4923045981966117	-0.20481479145659595	0.8384100575481311	0.0008677078916120573	-0.015784496976861018	0.0008677078916120573	0.0008684614624766092	7.729568085766738e-05	0.8144234203568587	1.8198360408337673	0.10536728994918973	0.09080065219490129	221.5170163472609	221.70939533924133	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9329795717732935	108	LOW_CURRENT_CONCERN
Bradyrhizobium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.14211600486412648	0.11961165653338224	-0.09714293118711573	0.3813749409153687	1.188145110459728	0.2394581304299657	0.020559781045003778	0.00423577739575387	0.020559781045003778	0.02099135878547016	0.4818151351261193	0.18963042927866228	2.4086679707115666	0.09374535867362607	0.09080065219490129	58.691507383683565	59.92352187283451	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.40671977322531716	71	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Aquabacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.18825613975279007	0.10486060878894218	-0.3980085871284005	0.021496307622820343	-1.7952989394873908	0.07764258180961638	0.03004513308168888	0.013879218633050416	0.03004513308168888	0.030975805273441924	2.0363212412936835e-07	0.3236143623239425	3.6294272544935886	0.14610550438203276	0.09080065219490129	69.79198133342719	71.95384415685915	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.17741796844354815	53	LOW_CURRENT_CONCERN
Prevotella	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.05402560190585945	0.2379446963075934	-0.4219346558780642	0.5299858596897831	0.2270510868459116	0.8211558629557042	0.0007516580837280129	-0.015902480948209785	0.0007516580837280129	0.0007522234986015069	6.20418439257251e-08	0.5630683348447427	5.371533885961301	0.16294765422879443	0.09080065219490129	236.691230292214	236.86927499755265	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9329795717732935	106	LOW_CURRENT_CONCERN
Sulfuritalea	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.05111045748119941	0.12205117465263121	-0.19302824135074084	0.29524915631313964	0.4187625201204695	0.6768849890843128	0.004297068982353491	-0.012297979867940567	0.004297068982353491	0.004315613471140155	0.17832065026029686	0.0007430112614138023	2.6675967396854587	0.3224663610359864	0.09080065219490129	36.923837541475194	37.08318655217538	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8602080069613143	96	LOW_CURRENT_CONCERN
Escherichia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.2282008034756948	0.26555540958706264	-0.759390710896801	0.30298910394541134	-0.8593340419257357	0.39357664084266175	0.010884463887246398	-0.005600795047966178	0.010884463887246398	0.011004239130670808	4.8628618829209e-08	0.929873466692828	2.7696845586752983	0.17512346695603437	0.09080065219490129	288.67166292945535	291.84827493857944	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.6078019010481611	79	LOW_CURRENT_CONCERN
Moraxella	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.0026681331131493766	0.16091402817241948	-0.3245441131979814	0.3192078469716826	-0.016581109449888796	0.9868258094926099	3.768826777994505e-06	-0.01666283502610888	3.768826777994505e-06	3.7688409821033203e-06	0.04376955629601696	0.06260459099225187	2.0815718784191093	0.07908246190170587	0.09080065219490129	115.22242379965549	115.22285805464834	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9868258094926099	122	LOW_CURRENT_CONCERN
Shinella	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.046690626786097957	0.1191632632979437	-0.2850526428250866	0.19167138925289065	-0.39182064584248133	0.696578971670788	0.0015307892735250128	-0.015110364238582807	0.0015307892735250128	0.0015331361819471907	2.868101426259102e-09	0.5585047776177772	5.456183337703042	0.20906848021941166	0.09080065219490129	86.73782145139094	86.87080234380133	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8645806217811028	97	LOW_CURRENT_CONCERN
Cutibacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.33543169367984577	0.10842460976213811	-0.5523132044397967	-0.11855018291989483	-3.0936859668272336	0.0030002357887154514	0.14781639635310218	0.13361333629232064	0.14781639635310218	0.17345604365130438	0.9850482986374346	0.42465275134525104	2.57186715344038	0.15029743586000413	0.09080065219490129	39.56840905709831	46.431788745719025	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.01591429418362109	23	LOW_CURRENT_CONCERN
Chryseobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.37510547964437785	0.12948736621744847	0.11609218302125279	0.6341187762675029	2.8968500217578157	0.005253664017281592	0.07480492176828979	0.05938500379776135	0.07480492176828979	0.08085313414254382	1.2018504457077118e-07	0.31951003558457036	5.192174601249572	0.20428328644895538	0.09080065219490129	106.1548381944212	114.73778956683478	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.024651808081090548	26	LOW_CURRENT_CONCERN
Aminobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.030048880753455503	0.14893462714491332	-0.26786472954702045	0.3279624910539315	0.2017588611157428	0.8407877392947823	0.0006531952837146582	-0.01600258479489014	0.0006531952837146582	0.0006536222266704504	0.009051649901113417	0.269322203386004	2.475672022201346	0.09077534253220446	0.09080065219490129	84.26740563462026	84.3224846839269	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9329795717732935	109	LOW_CURRENT_CONCERN
Sphingopyxis	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.16906082072979833	0.05080965925575997	-0.27069527147638167	-0.06742636998321498	-3.3273362428745865	0.0015012255074618864	0.13852711343267154	0.12416923198988283	0.13852711343267154	0.16080263882088522	0.050202158221048364	0.5709595015310095	3.595357336457085	0.13275424545485923	0.09080065219490129	10.842329704538217	12.585804931994035	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.009639447995281587	19	MODERATE_RISK_ENVIRONMENTAL
Thiomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.004131528499327103	0.18900102616950462	-0.37392681250599313	0.3821898695046474	0.021859820462677076	0.9826323118552127	9.37141914958417e-06	-0.0166571390571979	9.37141914958417e-06	9.371506973904086e-06	0.00011573679315746036	0.9008898361138805	2.390724326200074	0.16432564945402073	0.09080065219490129	111.10712450819418	111.10816574938634	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9868258094926099	121	LOW_CURRENT_CONCERN
Flavobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.19866525486830303	0.053640332556143956	-0.3059618952524784	-0.09136861448412767	-3.7036544219848975	0.00046460264471216993	0.1552767690316842	0.14119804851554563	0.1552767690316842	0.1838196977886931	0.042247105228631114	0.5391499004727613	4.265743264006638	0.11819410705111368	0.09080065219490129	13.097295458361103	15.504836351366256	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.004060361788598399	13	LOW_CURRENT_CONCERN
Verminephrobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.006709134566518618	0.11705702566240625	-0.22743977891745995	0.24085804805049718	0.05731509517308116	0.9544846465151932	8.067226099850444e-05	-0.01658464986798469	8.067226099850444e-05	8.06787695372576e-05	0.054049611822757984	7.766442626039864e-05	2.574679648146504	0.21212967537994137	0.09080065219490129	34.03326178966363	34.036007551348156	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9703927239571131	120	LOW_CURRENT_CONCERN
Citrobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.5833013793758801	0.24388293997154878	-1.0711398930274036	-0.09546286572435658	-2.39172686471603	0.019920421997823866	0.07870304214057999	0.06334809284292309	0.07870304214057999	0.08542635625699008	1.1598147290835319e-05	0.5112076484345007	1.95167289477815	0.0517183505439981	0.09080065219490129	242.95394722974382	263.7086176798339	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.0675080967704031	36	LOW_CURRENT_CONCERN
Sphingobium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.4028104653169503	0.07196852550134512	-0.5467689501308687	-0.25885198050303193	-5.5970365171566785	5.720657062697712e-07	0.3627641102978244	0.3521435121361215	0.3627641102978244	0.569277588033168	0.28567061674296546	0.5059371980803367	3.4876163618472202	0.23121682939649654	0.09080065219490129	17.38630281107024	27.283935340170583	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	6.979201616491209e-05	1	LOW_CURRENT_CONCERN
Methylorubrum	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.5232445227288702	0.19318644253111605	0.1368141024911958	0.9096749429665447	2.7084950469264557	0.008794452898192019	0.07898234673730775	0.06363205251626292	0.07898234673730775	0.08575551886276433	0.20011264148161576	0.18163102827276809	2.41087611069738	0.11069398482518027	0.09080065219490129	194.74985267406797	211.45072733857955	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.03831868762783665	28	LOW_CURRENT_CONCERN
Ralstonia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.03137965417990435	0.15155277359212035	-0.2717710287566343	0.334530337116443	0.20705430482161669	0.8366685515542133	0.0010498126475516623	-0.015599357141655723	0.0010498126475516623	0.0010509159123679795	5.369778485095871e-09	0.02464027595655222	4.484746571151818	0.5029414407053402	0.09080065219490129	57.155519082531264	57.21558472701474	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9329795717732935	107	HIGH_RISK_POTENTIAL_CONTAMINANT
Erythrobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.25485079833434315	0.04840688245419064	-0.351678979877961	-0.15802261679072532	-5.264763715686888	1.991027463855525e-06	0.24228983315535446	0.22966133037461045	0.24228983315535446	0.3197658468333994	0.33157058574731846	0.4819730706564308	3.046917065676411	0.10686124657334072	0.09080065219490129	12.38995575463991	16.35184044875069	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.00012145267529518703	2	LOW_CURRENT_CONCERN
Xanthobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.061194281055554856	0.18575328314756104	-0.43275616876761935	0.31036760665650964	-0.3294384896924948	0.7429715873009478	0.0022930278659454295	-0.014335421669622095	0.0022930278659454295	0.0022982979271365983	0.01149909374697455	0.9125363586516787	2.0419072794700965	0.15526165287720875	0.09080065219490129	99.39057046136082	99.61899960342909	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8886522906932904	102	LOW_CURRENT_CONCERN
Paucibacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.31910304133858386	0.15360735561879663	0.011842582448935046	0.6263635002282326	2.077394276160144	0.04205357588993175	0.09471163739298083	0.07962349801619728	0.09471163739298083	0.10462040749119256	0.0936847343597512	3.530929215348258e-05	2.3986767866671834	0.18660782857248737	0.09080065219490129	59.37112996818021	65.58256177866377	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.1251350306968701	41	LOW_CURRENT_CONCERN
Streptomyces	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.44211822881586155	0.10214093610883038	0.23780593677887046	0.6464305208528527	4.328511619912979	5.78082666158359e-05	0.17556665312171393	0.1618260973404092	0.17556665312171393	0.21295433255641155	0.03711255853917801	0.6679472320189553	2.822803871800043	0.11669748246749444	0.09080065219490129	55.991254463767184	67.91483468709495	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.0010075155038759972	7	LOW_CURRENT_CONCERN
Collimonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.17601555892695278	0.15435043218366304	-0.13273127439698815	0.4847623922508937	1.1403632399131232	0.2586666483462843	0.02521244152153579	0.008965982213561485	0.02521244152153579	0.025864549975268075	0.057021893315866726	0.06149194969295389	2.3229985737638956	0.12318788492054306	0.09080065219490129	73.06796746332518	74.95783755937161	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.42076441464328906	75	LOW_CURRENT_CONCERN
Bacillus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.26201839777348307	0.16025197054177703	-0.0585332698747269	0.582570065421693	1.6350400989620026	0.10727684556431535	0.027416933059867143	0.011207215277531657	0.027416933059867143	0.02818981122725509	5.92155852266128e-08	0.5785662254022643	6.997065976498111	0.22314823551947197	0.09080065219490129	148.5597776202833	152.74764970736206	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.22698672715284737	57	LOW_CURRENT_CONCERN
Polaromonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.0865529724608485	0.13527626297811937	-0.18403984174451196	0.357145786666209	0.6398237987609715	0.5247228330714488	0.006488013788830571	-0.01007051931468883	0.006488013788830571	0.006530383003805607	0.005564492080748608	0.176179704806	3.003536597274522	0.18439327598419417	0.09080065219490129	69.97697367581614	70.43395011536644	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.729988955063713	87	LOW_CURRENT_CONCERN
Ochrobactrum	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.8384922431539966	0.31177330467674946	0.2148527808469064	1.4621317054610867	2.68942924418547	0.009254333902994759	0.14472545206269083	0.13047087626373577	0.14472545206269083	0.16921519810419877	0.00033740068167037023	0.0009370319973063018	2.552615900412203	0.13453760938841086	0.09080065219490129	253.4478240257456	296.33504777734026	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.038932025385012434	29	LOW_CURRENT_CONCERN
Fusarium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.554179981365673	0.18856589113109332	-0.9313679227013771	-0.176992040029969	-2.9389195365157548	0.004669376543165767	0.10249784663265815	0.08753947740986923	0.10249784663265815	0.11420345483082807	7.393703750277438e-08	0.5193544525711395	3.4382430281679697	0.2060344083516162	0.09080065219490129	164.04094415781952	182.77498671435345	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.022786557530648944	25	LOW_CURRENT_CONCERN
Serratia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.42100731480977505	0.2115493017116023	-0.8441689222721307	0.0021542926525806028	-1.990114414954295	0.05114055808935577	0.0660813499584022	0.050516039124375633	0.0660813499584022	0.07075707285153676	0.006349165864327607	0.22481093724742557	1.9993109551288766	0.12025743014283913	0.09080065219490129	152.80559625762837	163.6176729641519	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.12998225181044593	48	LOW_CURRENT_CONCERN
Candidatus Accumulibacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.01943084716659361	0.15254107022530616	-0.3245584177059978	0.2856967233728106	-0.12738108587997887	0.899064742948251	0.0002486991039587494	-0.01641382257764179	0.0002486991039587494	0.00024876097058923485	0.034413236083985096	0.191126735216407	2.948440772261603	0.11090776638958373	0.09080065219490129	92.58296051724828	92.60599154436657	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9455680917214364	116	LOW_CURRENT_CONCERN
Methylibium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.34772650791484877	0.13110859098249716	0.08547027892520126	0.6099827369044963	2.6522023103830765	0.010216234842658583	0.07920869842999234	0.06386217673715888	0.07920869842999234	0.08602242255648644	0.14577273968950177	0.04749582858065214	2.623325399439154	0.12379927297668526	0.09080065219490129	85.74203054863669	93.11776773134268	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.04016884356972097	31	LOW_CURRENT_CONCERN
Novosphingobium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.2578184043828158	0.05294684663172596	-0.36372786638278026	-0.1519089423828513	-4.869381668299958	8.507593789762599e-06	0.25082676060425646	0.2383405399476608	0.25082676060425646	0.334804751977746	0.03603727021907449	0.6009722142068159	3.611974812352165	0.181030012824492	0.09080065219490129	12.110610987439278	16.16530109538785	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.0002775798995691816	3	MODERATE_RISK_ENVIRONMENTAL
Pseudoxanthomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.2375177922844591	0.1805734597165691	-0.1236829059001738	0.598718490469092	1.315352724909135	0.19339593293486096	0.03155952299443432	0.015418848377674932	0.03155952299443432	0.03258798423215116	1.0195988148433702e-05	0.019691483245188383	3.580362861786102	0.3101774726507414	0.09080065219490129	105.60017386278004	109.04147066353273	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.3469750561478388	68	LOW_CURRENT_CONCERN
Burkholderia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.16849646368638188	0.057060866599376384	-0.28263519086736066	-0.05435773650540307	-2.9529250733150163	0.004488642882271292	0.10885820716401173	0.0940058439500786	0.10885820716401173	0.12215587692007925	0.010100781415426205	0.9764737101434194	4.064078940399121	0.1857144747095342	0.09080065219490129	14.177414942523487	15.909269497287275	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.022786557530648944	24	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Rhizobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.15277651627764668	0.15353192920410014	-0.15433306731896237	0.45988609987425577	0.9950797665972839	0.32369371235607536	0.019013900943729012	0.002664132626124527	0.019013900943729012	0.019382436674710048	0.0371417481535293	0.07581078108951504	2.160962230610503	0.16196550765107248	0.09080065219490129	73.45725015780432	74.88103065728629	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.5062901654800153	78	LOW_CURRENT_CONCERN
Sphingomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.19589068213325042	0.06021840793916958	-0.31634543237913754	-0.07543593188736329	-3.253003339628839	0.0018770076170266056	0.14727006330416081	0.1330578976925636	0.14727006330416081	0.1727042255310085	0.9858933857982651	0.9104370477187199	2.4861021627493507	0.10487743278611643	0.09080065219490129	13.553592640523854	15.894355360668303	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.011449746463862294	20	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Diaphorobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.04543848061576752	0.25020674500001766	-0.45504952646104513	0.5459264876925801	0.1816037398023155	0.8565058363820399	0.0004780728073325857	-0.016180625979211882	0.0004780728073325857	0.00047830147025922385	5.2239330037118314e-05	0.020258282750475146	1.9621711110732143	0.07561352785878639	0.09080065219490129	263.31507342534996	263.44101741211074	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9329795717732935	112	LOW_CURRENT_CONCERN
Fusobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.4371138982873976	0.22591750561495905	-0.014788396149099325	0.8890161927238945	1.9348385469180494	0.057728459268419484	0.05030904663142466	0.034480864075281836	0.05030904663142466	0.05297412432220959	6.140017725876337e-06	0.23579588647668184	5.177079284041431	0.15498204665648405	0.09080065219490129	220.01651398227744	231.67169614691377	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.14373208226014647	49	LOW_CURRENT_CONCERN
Sphingobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.11751947992487302	0.15070078122764316	-0.41896592439037517	0.1839269645406291	-0.7798199781549396	0.4385622340861246	0.009143636043761671	-0.0073706366888421915	0.009143636043761671	0.009228013641910166	9.818707751895499e-05	0.5510947740472378	2.590347063485509	0.09732372559977644	0.09080065219490129	91.29380932473076	92.13626984260134	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.6464311600498758	82	LOW_CURRENT_CONCERN
Alicycliphilus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.0341548215468576	0.07389430457375455	-0.1819654380449972	0.11365579495128199	-0.46221182733734745	0.6456011604041146	0.001331532447678252	-0.015312942011526998	0.001331532447678252	0.0013333077902637303	5.38792892159461e-12	0.44493100404233465	6.407068839191558	0.25501752761817087	0.09080065219490129	53.37076888651142	53.441928548440174	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8379078890351276	94	LOW_CURRENT_CONCERN
Devosia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.31566942031537043	0.16652784893935876	-0.6487747138534894	0.017435873222748588	-1.895595375343626	0.06283315119825879	0.05632444788318702	0.04059652201457353	0.05632444788318702	0.05968624254050284	0.001729302159619304	0.3962409224471267	2.84252394932348	0.12870633293388387	0.09080065219490129	101.84052303396237	107.91900119221911	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.15030675384681513	51	LOW_CURRENT_CONCERN
Ottowia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.05495798098625415	0.1437176208542951	-0.2325200629936635	0.3424360249661718	0.38240252419689075	0.7035140556833426	0.0028876072707316736	-0.013730932608089441	0.0028876072707316736	0.0028959696938755273	0.030899893185161603	0.000832082869055042	2.664228241724512	0.130675793584056	0.09080065219490129	63.620541509418345	63.80478466953756	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8645806217811028	98	LOW_CURRENT_CONCERN
Thauera	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.0894692503566753	0.11503920116082314	-0.3195819138849302	0.14064341317157955	-0.7777283695807187	0.4397851334765548	0.005977434415963545	-0.01058960834377043	0.005977434415963545	0.006013378994521631	8.839385478555737e-09	0.19993473330512782	3.7671398303090924	0.21627724553487243	0.09080065219490129	81.2005284827964	81.68881803511891	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.6464311600498758	83	LOW_CURRENT_CONCERN
Phreatobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.2371310256613523	0.12740790993724307	-0.49198479041620863	0.017722739093504025	-1.8611954766242944	0.06761765787547631	0.045582272781705124	0.029675310661400278	0.045582272781705124	0.04775924784481662	5.738731168307373e-05	0.8584358928555187	3.2286750457220643	0.11207812650066667	0.09080065219490129	71.82061439386285	75.25071291706635	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.15864142809246368	52	LOW_CURRENT_CONCERN
Dickeya	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.19271674586848886	0.18923606622785674	-0.18581174525363925	0.5712452369906169	1.018393320628643	0.31258004170044673	0.01642858066043318	3.57236714404463e-05	0.01642858066043318	0.016702987030127802	0.12878726684379047	0.40493705276974024	2.4797318997606976	0.18671982545880833	0.09080065219490129	135.63588287173656	137.9014072641631	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.49525668944746104	77	LOW_CURRENT_CONCERN
