feature_name	feature_family	composition_covariate	eligible_patients	coefficient	confidence_interval_low	confidence_interval_high	p_value	model_diagnostics	q_value	dataset_id	localization_interpretation
"ZNF740"	"partially replicated TF"	"malignant_epithelial_fraction"	35	-0.0714510021910643	-0.401912630275206	0.259010625893078	0.67447384647119	"HC3_OLS; residual_sd=0.2439"	0.730680000343789	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"HALLMARK_PROTEIN_SECRETION"	"Hallmark"	"myeloid_fraction"	35	0.0264926373157705	-0.028025233996495	0.081010508628036	0.347793249951818	"HC3_OLS; residual_sd=0.01255"	0.695586499903636	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"HALLMARK_SPERMATOGENESIS"	"Hallmark"	"myeloid_fraction"	35	0.0329691914563177	-0.144407007610285	0.21034539052292	0.717951896122007	"HC3_OLS; residual_sd=0.01292"	0.717951896122007	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"CTCFL"	"externally replicated TF"	"myeloid_fraction"	35	-1.65015834488753	-2.90037748423438	-0.399939205540669	0.0142780054700213	"HC3_OLS; residual_sd=0.3224"	0.057112021880085	"PENG_CRA001160"	"PARTLY_EXPLAINED_BY_CELL_COMPOSITION"
"IRF3"	"externally replicated TF"	"myeloid_fraction"	35	3.02721379898977	-0.668687906458081	6.72311550443762	0.117938088612146	"HC3_OLS; residual_sd=0.3828"	0.235876177224293	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"JUNB"	"externally replicated TF"	"myeloid_fraction"	35	0.134998765778888	-0.833584993760459	1.10358252531824	0.786417370862339	"HC3_OLS; residual_sd=0.2868"	0.786417370862339	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"KLF13"	"externally replicated TF"	"myeloid_fraction"	35	0.74134163848168	-1.04052596946226	2.52320924642562	0.420659822848742	"HC3_OLS; residual_sd=0.2405"	0.4589016249259	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"KLF9"	"externally replicated TF"	"myeloid_fraction"	35	-3.07435847696426	-4.81323763603316	-1.33547931789537	0.00148975478080938	"HC3_OLS; residual_sd=0.4154"	0.0089385286848563	"PENG_CRA001160"	"PARTLY_EXPLAINED_BY_CELL_COMPOSITION"
"MNT"	"externally replicated TF"	"myeloid_fraction"	35	-0.685120316972856	-1.84199711446822	0.471756480522512	0.254074971218791	"HC3_OLS; residual_sd=0.3588"	0.338766628291721	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"MXI1"	"externally replicated TF"	"myeloid_fraction"	35	1.12084539856183	-0.199901966597264	2.44159276372092	0.105713677116072	"HC3_OLS; residual_sd=0.2347"	0.235876177224293	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"SNAI2"	"externally replicated TF"	"myeloid_fraction"	35	0.76821976642943	-0.995298654554636	2.5317381874135	0.39936547353311	"HC3_OLS; residual_sd=0.3802"	0.4589016249259	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
"TFAP4"	"externally replicated TF"	"myeloid_fraction"	35	-2.07798756170835	-3.17821469161146	-0.977760431805242	0.000777572870793172	"HC3_OLS; residual_sd=0.2668"	0.0089385286848563	"PENG_CRA001160"	"PARTLY_EXPLAINED_BY_CELL_COMPOSITION"
"TP63"	"externally replicated TF"	"myeloid_fraction"	35	1.42080460563071	0.281388982123498	2.56022022913792	0.0200352894799964	"HC3_OLS; residual_sd=0.3196"	0.0601058684399891	"PENG_CRA001160"	"PARTLY_EXPLAINED_BY_CELL_COMPOSITION"
"ZBTB7A"	"externally replicated TF"	"myeloid_fraction"	35	2.11990772424751	-0.80085938249151	5.04067483098652	0.164243140819846	"HC3_OLS; residual_sd=0.4833"	0.246364711229769	"PENG_CRA001160"	"NOT_COMPOSITION_EXPLAINED_AT_Q0.10"
