gene	row_index_1based	missing_count	missing_proportion	nonmissing_count	mean_expression_skipna	median_expression_skipna	detected_sample_count_gt0_skipna	all_zero_among_observed	literal_NA	blank_field	parse_failure	missing_pattern
AC092747.1	6130	0	0.0	62	5.934949998243228	4.42038354149031	56	False	0	0	0	complete
AC092747.2	6131	0	0.0	62	27.270935084474203	21.1378785891891	62	False	0	0	0	complete
AC092747.3	6132	0	0.0	62	0.8490588923003803	0.0	26	False	0	0	0	complete
AC092747.4	6133	0	0.0	62	478.96309720056774	441.9747807633225	62	False	0	0	0	complete
AC092754.1	6134	0	0.0	62	0.9320708663275907	0.0	21	False	0	0	0	complete
AC092755.1	6135	0	0.0	62	17.004814074037988	14.327238516201799	62	False	0	0	0	complete
AC092755.2	6136	0	0.0	62	298.2322367162985	274.3288085433785	62	False	0	0	0	complete
AC092756.1	6137	0	0.0	62	36.56918970503608	33.6102309180271	62	False	0	0	0	complete
AC092757.1	6138	0	0.0	62	12.642636790625065	12.1731555440068	62	False	0	0	0	complete
AC092757.2	6139	0	0.0	62	48.34611206556498	44.19755251309715	62	False	0	0	0	complete
AC092757.3	6140	0	0.0	62	12.216015980500702	10.60158325431485	62	False	0	0	0	complete
AC092794.1	6141	0	0.0	62	52.32640675356087	50.59784148439035	62	False	0	0	0	complete
AC092794.2	6142	0	0.0	62	288.486668472085	259.64225403314254	62	False	0	0	0	complete
AC092798.1	6143	0	0.0	62	44.598982241013246	43.14545732484595	62	False	0	0	0	complete
AC092800.1	6144	0	0.0	62	24.56868423677412	22.07376561308545	62	False	0	0	0	complete
AC092801.1	6145	0	0.0	62	135.18647952627597	130.3058427814825	62	False	0	0	0	complete
AC092802.1	6146	0	0.0	62	62.36314734334642	35.11507182489055	62	False	0	0	0	complete
AC092802.2	6147	0	0.0	62	73.31963178162006	68.3378635841753	62	False	0	0	0	complete
AC092802.3	6148	0	0.0	62	13.464636083424473	7.737057475777025	60	False	0	0	0	complete
AC092803.2	6149	0	0.0	62	48.047725731099796	47.85361832308425	62	False	0	0	0	complete
AC092807.1	6150	0	0.0	62	2.6988843122621393	1.8546859732943801	51	False	0	0	0	complete
AC092807.2	6151	0	0.0	62	3.010980199081833	1.70515462097187	50	False	0	0	0	complete
AC092807.3	6152	0	0.0	62	333.3840978332732	259.202526366729	62	False	0	0	0	complete
AC092809.1	6153	0	0.0	62	12.935136275862025	10.37264375075535	62	False	0	0	0	complete
AC092809.2	6154	0	0.0	62	12.767037526601856	10.20510290986795	58	False	0	0	0	complete
AC092809.4	6155	0	0.0	62	87.05550510888222	83.0646389658821	62	False	0	0	0	complete
AC092810.1	6156	0	0.0	62	0.5795894572753482	0.0	20	False	0	0	0	complete
AC092811.1	6157	0	0.0	62	5.0535418520343836	1.908444863649405	51	False	0	0	0	complete
AC092811.2	6158	0	0.0	62	2.382926652472965	0.930316402146838	37	False	0	0	0	complete
AC092814.1	6159	0	0.0	62	2.6092343783244543	1.1769899627604201	50	False	0	0	0	complete
AC092818.1	6160	0	0.0	62	9.026836346434365	1.85186821333784	48	False	0	0	0	complete
AC092819.1	6161	0	0.0	62	1.5091023174740799	0.0	28	False	0	0	0	complete
AC092821.1	6162	0	0.0	62	198.55037530172217	181.287337806595	62	False	0	0	0	complete
AC092821.2	6163	0	0.0	62	8.32398847948998	6.02612290470474	50	False	0	0	0	complete
AC092828.1	6164	0	0.0	62	861.3156486386076	732.7265058133285	62	False	0	0	0	complete
AC092834.1	6165	0	0.0	62	8.619564148517153	5.13102579469482	54	False	0	0	0	complete
AC092835.1	6166	0	0.0	62	218.6336685247701	208.17703518897702	62	False	0	0	0	complete
AC092839.1	6167	0	0.0	62	44.841892301236776	42.30501169722585	62	False	0	0	0	complete
AC092839.2	6168	0	0.0	62	43.1252053782076	41.690117288438856	62	False	0	0	0	complete
AC092849.1	6169	0	0.0	62	168.89269691637702	140.9825678492765	62	False	0	0	0	complete
AC092849.2	6170	0	0.0	62	159.19935084950768	142.8789928029675	62	False	0	0	0	complete
AC092850.1	6171	0	0.0	62	0.9992645103868453	0.0	29	False	0	0	0	complete
AC092851.1	6172	0	0.0	62	49.227026803947766	21.1402097948348	57	False	0	0	0	complete
AC092868.1	6173	0	0.0	62	86.22785338967783	34.93691046842585	57	False	0	0	0	complete
AC092868.2	6174	0	0.0	62	101.99674878733921	88.28578579700545	62	False	0	0	0	complete
AC092868.3	6175	0	0.0	62	2.2931064548171407	0.9398967804083495	44	False	0	0	0	complete
AC092881.1	6176	0	0.0	62	738.2389164834872	690.3677111498255	62	False	0	0	0	complete
AC092894.1	6177	0	0.0	62	6.736039605073038	3.680164263199825	49	False	0	0	0	complete
AC092902.1	6178	0	0.0	62	7.314010812674808	5.058508431184275	60	False	0	0	0	complete
AC092902.2	6179	0	0.0	62	11.151564597123663	7.075409876468186	61	False	0	0	0	complete
AC092903.1	6180	0	0.0	62	0.5377031915913545	0.0	12	False	0	0	0	complete
AC092903.2	6181	0	0.0	62	29.603844997291073	26.50025434286665	62	False	0	0	0	complete
AC092910.1	6182	0	0.0	62	102.34951598035823	97.0009219119699	62	False	0	0	0	complete
AC092910.2	6183	0	0.0	62	44.02486215089061	41.88214992796625	62	False	0	0	0	complete
AC092910.3	6184	0	0.0	62	109.47297263290278	107.5117684167175	62	False	0	0	0	complete
AC092916.2	6185	0	0.0	62	13.735414206739046	8.285459359304134	60	False	0	0	0	complete
AC092919.2	6186	0	0.0	62	23.23492461213572	20.23229793083145	62	False	0	0	0	complete
AC092920.1	6187	0	0.0	62	2.6827314525822694	1.2978891823027001	45	False	0	0	0	complete
AC092943.1	6188	0	0.0	62	1.4692479828720977	0.818928616471909	34	False	0	0	0	complete
AC092944.1	6189	0	0.0	62	78.86802320329876	66.19431866900715	62	False	0	0	0	complete
AC092944.2	6190	0	0.0	62	7.917626417173148	6.0053629662402255	59	False	0	0	0	complete
AC092953.1	6191	0	0.0	62	38.33076137375142	37.9994265709822	62	False	0	0	0	complete
AC092953.2	6192	0	0.0	62	132.94659575867453	134.82821135148	62	False	0	0	0	complete
AC092954.1	6193	0	0.0	62	1.427280634507152	0.0	24	False	0	0	0	complete
AC092954.2	6194	0	0.0	62	1.169587521021224	0.0	28	False	0	0	0	complete
AC092964.1	6195	0	0.0	62	308.97370664775855	281.5367851741855	62	False	0	0	0	complete
AC092967.1	6196	0	0.0	62	2.2713668946316057	0.7526227751801831	32	False	0	0	0	complete
AC092969.1	6197	0	0.0	62	9.937816876517282	0.981589368355671	41	False	0	0	0	complete
AC092978.1	6198	0	0.0	62	3.8363228551829156	2.054487858934345	47	False	0	0	0	complete
AC092979.1	6199	0	0.0	62	1389.4332653513115	34.8796157243843	58	False	0	0	0	complete
AC092999.1	6200	0	0.0	62	36.32215295364294	32.9471083263387	62	False	0	0	0	complete
AC093001.1	6201	0	0.0	62	45.19862710156112	20.3341458352156	62	False	0	0	0	complete
AC093010.1	6202	0	0.0	62	18.609716655447702	7.91992481158463	59	False	0	0	0	complete
AC093010.2	6203	0	0.0	62	44.85456610527605	20.42196162857245	62	False	0	0	0	complete
AC093010.3	6204	0	0.0	62	9365.845533024405	9753.966919158549	62	False	0	0	0	complete
AC093012.1	6205	0	0.0	62	169.25167710651237	160.391099993876	62	False	0	0	0	complete
AC093014.1	6206	0	0.0	62	1.7506068361165943	0.886171284979281	36	False	0	0	0	complete
AC093019.1	6207	0	0.0	62	8.39635420296631	7.080931282248295	60	False	0	0	0	complete
AC093019.2	6208	0	0.0	62	44.123663562254656	42.079023748221445	62	False	0	0	0	complete
AC093023.1	6209	0	0.0	62	2.8828488579029985	0.9896775636428535	43	False	0	0	0	complete
AC093028.1	6210	0	0.0	62	0.6540153652842213	0.0	17	False	0	0	0	complete
AC093063.1	6211	0	0.0	62	4.116368201517967	0.0	30	False	0	0	0	complete
AC093083.1	6212	0	0.0	62	3.5237885934273936	0.897383115393108	35	False	0	0	0	complete
AC093084.1	6213	0	0.0	62	0.7895410889226511	0.0	14	False	0	0	0	complete
AC093107.1	6214	0	0.0	62	0.7775266032240101	0.0	26	False	0	0	0	complete
AC093107.2	6215	0	0.0	62	3.127900200918347	1.7454440435873249	48	False	0	0	0	complete
AC093110.1	6216	0	0.0	62	1512.2459139779983	1469.605559157615	62	False	0	0	0	complete
AC093117.1	6217	0	0.0	62	1.623557503125464	0.9063498004202525	36	False	0	0	0	complete
AC093142.1	6218	0	0.0	62	4.055295300380146	3.30767944522772	54	False	0	0	0	complete
AC093151.1	6219	0	0.0	62	5.783389796379983	2.6531024073048153	47	False	0	0	0	complete
AC093151.2	6220	0	0.0	62	14.245522295374485	13.53715553335525	61	False	0	0	0	complete
AC093151.3	6221	0	0.0	62	36.23152678695792	20.90166210203465	62	False	0	0	0	complete
AC093152.1	6222	0	0.0	62	109.50068840861783	112.0298226606825	62	False	0	0	0	complete
AC093155.1	6223	0	0.0	62	32.7549483814955	32.8436115296942	62	False	0	0	0	complete
AC093155.2	6224	0	0.0	62	23.630385767885954	21.54835662748265	62	False	0	0	0	complete
AC093155.3	6225	0	0.0	62	765.0280481120606	764.5543445126615	62	False	0	0	0	complete
AC093156.1	6226	0	0.0	62	3.494597808591077	1.17828166160464	36	False	0	0	0	complete
AC093157.1	6227	0	0.0	62	191.85872436850192	173.144614916384	62	False	0	0	0	complete
AC093157.2	6228	0	0.0	62	28.12961831480697	26.04236483204795	62	False	0	0	0	complete
AC093158.1	6229	0	0.0	62	14.444028636782269	12.511831138314449	61	False	0	0	0	complete
AC093159.1	6230	0	0.0	62	3.040901828095914	0.955656781973936	41	False	0	0	0	complete
AC093159.2	6231	0	0.0	62	1.2894803330266271	0.6795811147720995	33	False	0	0	0	complete
AC093162.1	6232	0	0.0	62	3.5146689046917605	2.6586806290358	48	False	0	0	0	complete
AC093162.2	6233	0	0.0	62	328.6476032128349	320.4614093179045	62	False	0	0	0	complete
AC093166.1	6234	0	0.0	62	1.7203676888530126	0.858131315022479	36	False	0	0	0	complete
AC093166.2	6235	0	0.0	62	3.6780980029110193	2.768695012392245	49	False	0	0	0	complete
AC093166.3	6236	0	0.0	62	4.522339665426025	3.8940532187630703	58	False	0	0	0	complete
AC093166.4	6237	0	0.0	62	2.075395489197154	0.760566500543711	32	False	0	0	0	complete
AC093206.1	6238	0	0.0	62	3.221376177904313	1.835077412188205	51	False	0	0	0	complete
AC093214.1	6239	0	0.0	62	3.5205184399720184	1.96866556162414	51	False	0	0	0	complete
AC093225.1	6240	0	0.0	62	22.513421116007503	20.6725601234815	61	False	0	0	0	complete
AC093227.1	6241	0	0.0	62	69.09113375808067	65.4118241475725	62	False	0	0	0	complete
AC093227.2	6242	0	0.0	62	112.65615126803239	109.33228647805251	62	False	0	0	0	complete
AC093248.1	6243	0	0.0	62	2.2437734059319787	0.9917476113896735	37	False	0	0	0	complete
AC093249.2	6244	0	0.0	62	10.33699023123763	8.967784903227464	60	False	0	0	0	complete
AC093249.4	6245	0	0.0	62	5.48332997219214	4.077885189598765	56	False	0	0	0	complete
AC093249.6	6246	0	0.0	62	197.0660519210568	183.11544030692602	62	False	0	0	0	complete
AC093270.1	6247	0	0.0	62	17.110826631855467	14.95409749910905	62	False	0	0	0	complete
AC093274.1	6248	0	0.0	62	10.271492762147481	2.79704909048315	53	False	0	0	0	complete
AC093277.1	6249	0	0.0	62	0.7516252601052095	0.0	19	False	0	0	0	complete
AC093278.1	6250	0	0.0	62	2.380370949961345	1.0211730143523399	46	False	0	0	0	complete
AC093278.2	6251	0	0.0	62	116.7020129060843	103.38603339913935	62	False	0	0	0	complete
AC093281.1	6252	0	0.0	62	2.0949156662353214	0.862193155403242	37	False	0	0	0	complete
AC093281.2	6253	0	0.0	62	4.02923176353917	1.80786093242414	39	False	0	0	0	complete
AC093283.1	6254	0	0.0	62	3.237941627190717	0.390650985123749	31	False	0	0	0	complete
AC093286.1	6255	0	0.0	62	0.7537913556060943	0.0	19	False	0	0	0	complete
AC093297.1	6256	0	0.0	62	15.559484592586703	10.71979726036275	61	False	0	0	0	complete
AC093297.2	6257	0	0.0	62	408.5157531692391	383.597132692822	62	False	0	0	0	complete
AC093305.1	6258	0	0.0	62	13.409159874802949	9.76290195460432	61	False	0	0	0	complete
AC093311.1	6259	0	0.0	62	25.928827062239087	22.911756628453	61	False	0	0	0	complete
AC093323.1	6260	0	0.0	62	453.2043931023808	402.8683302167555	62	False	0	0	0	complete
AC093323.2	6261	0	0.0	62	16.91363801935656	9.517842743494139	61	False	0	0	0	complete
AC093323.3	6262	0	0.0	62	9.542999371089891	5.926277420111935	60	False	0	0	0	complete
AC093326.1	6263	0	0.0	62	1.0358475144536512	0.0	22	False	0	0	0	complete
AC093330.1	6264	0	0.0	62	35.60320305311517	28.90671463505955	62	False	0	0	0	complete
AC093330.2	6265	0	0.0	62	36.01876976700719	37.617869898599295	62	False	0	0	0	complete
AC093334.1	6266	0	0.0	62	5.170625157994872	3.444425978441605	57	False	0	0	0	complete
AC093367.1	6267	0	0.0	62	21.996564270875304	20.2716435092176	62	False	0	0	0	complete
AC093382.1	6268	0	0.0	62	10.796262361755844	10.56224219784305	60	False	0	0	0	complete
AC093388.1	6269	0	0.0	62	30.791412748845627	27.75790869332115	62	False	0	0	0	complete
AC093390.1	6270	0	0.0	62	9.56125939532746	3.50740720528729	48	False	0	0	0	complete
AC093390.2	6271	0	0.0	62	2.5975533554120136	1.255498948233835	38	False	0	0	0	complete
AC093392.2	6272	0	0.0	62	3.060444018561639	2.601457940790935	53	False	0	0	0	complete
AC093414.1	6273	0	0.0	62	32.16586132615683	28.843253256887152	62	False	0	0	0	complete
AC093422.1	6274	0	0.0	62	20.890061216073747	19.28190690244095	62	False	0	0	0	complete
AC093422.2	6275	0	0.0	62	2.645724785321413	1.010164900687172	48	False	0	0	0	complete
AC093423.1	6276	0	0.0	62	27.311231374280116	21.30751678902605	62	False	0	0	0	complete
AC093423.2	6277	0	0.0	62	53.59773336776168	45.83991902872745	62	False	0	0	0	complete
AC093423.3	6278	0	0.0	62	294.9165561621154	264.28171499758446	62	False	0	0	0	complete
AC093424.1	6279	0	0.0	62	0.5892848861936514	0.0	17	False	0	0	0	complete
AC093433.1	6280	0	0.0	62	8.460291930375387	7.687625277287115	61	False	0	0	0	complete
AC093458.1	6281	0	0.0	62	3.6029342625539527	2.79030555301292	53	False	0	0	0	complete
AC093458.2	6282	0	0.0	62	10.097339148829123	7.786218907626894	61	False	0	0	0	complete
AC093462.1	6283	0	0.0	62	76.71005422895244	72.06282780872826	62	False	0	0	0	complete
AC093484.1	6284	0	0.0	62	75.47690733216723	72.8701201014499	62	False	0	0	0	complete
AC093484.2	6285	0	0.0	62	84.9948001953592	81.7532558297739	62	False	0	0	0	complete
AC093484.3	6286	0	0.0	62	6201.634461410078	6243.453267174795	62	False	0	0	0	complete
AC093484.4	6287	0	0.0	62	50.10923417696906	45.744349999666596	62	False	0	0	0	complete
AC093495.1	6288	0	0.0	62	996.4550985344553	944.716935524914	62	False	0	0	0	complete
AC093503.1	6289	0	0.0	62	10.988759092059796	9.658577422406616	62	False	0	0	0	complete
AC093503.2	6290	0	0.0	62	863.4080995645324	825.086928064857	62	False	0	0	0	complete
AC093503.3	6291	0	0.0	62	7.78540467975893	6.744677908245705	58	False	0	0	0	complete
AC093510.1	6292	0	0.0	62	5.030769732348781	4.5164699307292295	53	False	0	0	0	complete
AC093510.2	6293	0	0.0	62	1.66685875954448	0.994188545296135	40	False	0	0	0	complete
AC093512.1	6294	0	0.0	62	416.63667053751175	358.147961978821	62	False	0	0	0	complete
AC093519.1	6295	0	0.0	62	0.6538622273472049	0.0	22	False	0	0	0	complete
AC093520.1	6296	0	0.0	62	25.90112617648012	19.124855880060352	62	False	0	0	0	complete
AC093520.2	6297	0	0.0	62	33.55851390318607	26.4756720988039	62	False	0	0	0	complete
AC093523.1	6298	0	0.0	62	3.6570254854310718	2.695066262821035	48	False	0	0	0	complete
AC093525.1	6299	0	0.0	62	784.6238153610572	747.7072529952666	62	False	0	0	0	complete
AC093525.10	6300	0	0.0	62	50.12208175365523	46.653989176247904	62	False	0	0	0	complete
AC093525.2	6301	0	0.0	62	3127.817501480212	3024.45044778214	62	False	0	0	0	complete
AC093525.3	6302	0	0.0	62	10.496770462540276	8.116243186161444	60	False	0	0	0	complete
AC093525.4	6303	0	0.0	62	78.1073088958638	69.9523511136099	62	False	0	0	0	complete
AC093525.5	6304	0	0.0	62	49.747850140301594	44.799119442023155	62	False	0	0	0	complete
AC093525.6	6305	0	0.0	62	175.05734682682288	162.2374545085255	62	False	0	0	0	complete
AC093525.7	6306	0	0.0	62	646.9646524531007	569.34701849972	62	False	0	0	0	complete
AC093525.8	6307	0	0.0	62	77.31838533923676	74.02031666636495	62	False	0	0	0	complete
AC093525.9	6308	0	0.0	62	196.24929045745466	185.9608310352915	62	False	0	0	0	complete
AC093535.1	6309	0	0.0	62	404.15367433860104	382.77108925328196	62	False	0	0	0	complete
AC093535.2	6310	0	0.0	62	65.53033355748144	65.96418292094805	62	False	0	0	0	complete
AC093567.1	6311	0	0.0	62	61.10573240117078	61.362247645989754	62	False	0	0	0	complete
AC093582.1	6312	0	0.0	62	7.607386656934997	5.34565867242988	57	False	0	0	0	complete
AC093583.1	6313	0	0.0	62	68.31382256022553	60.332225232362	62	False	0	0	0	complete
AC093585.1	6314	0	0.0	62	25.49713800763295	20.92898275854835	62	False	0	0	0	complete
AC093591.1	6315	0	0.0	62	4.729250966313239	4.199494805053395	60	False	0	0	0	complete
AC093591.2	6316	0	0.0	62	68.57034361873396	63.872131291009296	62	False	0	0	0	complete
AC093591.3	6317	0	0.0	62	13.40215015406457	11.884066150121999	62	False	0	0	0	complete
AC093607.1	6318	0	0.0	62	2.970228320540955	0.933932961972503	42	False	0	0	0	complete
AC093616.1	6319	0	0.0	62	240.45886021626416	212.7873042223205	62	False	0	0	0	complete
AC093620.1	6320	0	0.0	62	131.07654058880084	123.423104116057	62	False	0	0	0	complete
AC093627.1	6321	0	0.0	62	1.1732192925910907	0.0	29	False	0	0	0	complete
AC093627.3	6322	0	0.0	62	13.538620362164748	12.693104415991801	61	False	0	0	0	complete
AC093627.4	6323	0	0.0	62	86.49294997176338	73.6257400508717	62	False	0	0	0	complete
AC093627.5	6324	0	0.0	62	37.24400603395081	32.5310187546157	62	False	0	0	0	complete
AC093627.6	6325	0	0.0	62	3.32622992267311	1.495025545172005	44	False	0	0	0	complete
AC093627.7	6326	0	0.0	62	23.194476413122203	13.04320978798515	59	False	0	0	0	complete
AC093635.1	6327	0	0.0	62	2.607295823830145	1.131774567298255	44	False	0	0	0	complete
AC093642.1	6328	0	0.0	62	4.860464728862578	0.884879923375608	36	False	0	0	0	complete
AC093642.2	6329	0	0.0	62	41.0863087809901	17.0077974950661	62	False	0	0	0	complete
AC093648.1	6330	0	0.0	62	1.9413907362857412	0.9084517780014655	36	False	0	0	0	complete
AC093663.2	6331	0	0.0	62	22.4505508612103	22.4118456035162	62	False	0	0	0	complete
AC093668.1	6332	0	0.0	62	814.4279670399261	627.563506943887	62	False	0	0	0	complete
AC093668.2	6333	0	0.0	62	862.73809270343	547.4761650441014	62	False	0	0	0	complete
AC093673.1	6334	0	0.0	62	118.70116865273947	105.2989643121785	62	False	0	0	0	complete
AC093673.2	6335	0	0.0	62	0.5342116555536298	0.0	15	False	0	0	0	complete
AC093677.2	6336	0	0.0	62	60.55101004478638	62.02684480939255	62	False	0	0	0	complete
AC093690.1	6337	0	0.0	62	258.76786394459515	251.0844059257795	62	False	0	0	0	complete
AC093702.1	6338	0	0.0	62	0.6216834893014144	0.0	12	False	0	0	0	complete
AC093720.1	6339	0	0.0	62	9.21856426755331	0.9323496968277161	36	False	0	0	0	complete
AC093724.1	6340	0	0.0	62	219.51432883097013	192.828186311145	62	False	0	0	0	complete
AC093726.1	6341	0	0.0	62	98.3007263079795	106.014452781537	62	False	0	0	0	complete
AC093726.2	6342	0	0.0	62	36.75233536135134	37.63022500208895	62	False	0	0	0	complete
AC093729.1	6343	0	0.0	62	3.161182100933439	1.976796926767455	47	False	0	0	0	complete
AC093732.1	6344	0	0.0	62	64.18179861925952	62.9495160283806	62	False	0	0	0	complete
AC093732.2	6345	0	0.0	62	126.85241522174755	117.0666997996745	62	False	0	0	0	complete
AC093734.1	6346	0	0.0	62	1.9478924956976598	1.0585392585871451	39	False	0	0	0	complete
AC093752.1	6347	0	0.0	62	1324.4171173786194	1324.15904447456	62	False	0	0	0	complete
AC093752.2	6348	0	0.0	62	74.52253514771702	75.35808002671905	62	False	0	0	0	complete
AC093752.3	6349	0	0.0	62	57.73224920573459	49.243489448540345	62	False	0	0	0	complete
AC093763.2	6350	0	0.0	62	5.331700339715485	2.586579466209725	45	False	0	0	0	complete
AC093766.1	6351	0	0.0	62	3.380023380441858	1.6437051975566899	46	False	0	0	0	complete
AC093767.1	6352	0	0.0	62	2.1119302054413116	0.937593365988357	48	False	0	0	0	complete
AC093770.1	6353	0	0.0	62	12.121589496493982	9.330251059121585	61	False	0	0	0	complete
AC093772.1	6354	0	0.0	62	3.654073792779529	1.86063280429368	44	False	0	0	0	complete
AC093783.1	6355	0	0.0	62	7.372393549086276	6.18920464944458	62	False	0	0	0	complete
AC093788.1	6356	0	0.0	62	93.70827981629648	92.94201655565655	62	False	0	0	0	complete
AC093797.1	6357	0	0.0	62	281.3172200587381	219.9717832019145	62	False	0	0	0	complete
AC093799.1	6358	0	0.0	62	91.67426227089052	74.59302525514335	62	False	0	0	0	complete
AC093801.1	6359	0	0.0	62	14.948424025186215	13.575149232376699	61	False	0	0	0	complete
AC093817.1	6360	0	0.0	62	40.15829023506764	29.47061371945295	62	False	0	0	0	complete
AC093821.1	6361	0	0.0	62	1.6091261682964468	0.9211607911538675	40	False	0	0	0	complete
AC093826.2	6362	0	0.0	62	6.147776851153122	6.045443171897545	62	False	0	0	0	complete
AC093827.1	6363	0	0.0	62	4.11963722670804	2.70541439538715	54	False	0	0	0	complete
AC093827.2	6364	0	0.0	62	2.919003212446783	2.13017093289952	51	False	0	0	0	complete
AC093827.3	6365	0	0.0	62	24.028369678671165	21.60445176888425	62	False	0	0	0	complete
AC093833.1	6366	0	0.0	62	3.112861529211867	2.665491745889295	51	False	0	0	0	complete
AC093835.1	6367	0	0.0	62	1.7966464268644473	0.9542411559366379	39	False	0	0	0	complete
AC093838.1	6368	0	0.0	62	6.4675476265007585	1.031863288402242	37	False	0	0	0	complete
AC093844.1	6369	0	0.0	62	4.01558336371793	0.378322766593289	31	False	0	0	0	complete
AC093849.1	6370	0	0.0	62	45.348710206237136	43.14047352651405	62	False	0	0	0	complete
AC093850.1	6371	0	0.0	62	1.084364268285411	0.0	28	False	0	0	0	complete
AC093853.1	6372	0	0.0	62	1.1889607686562886	0.0	21	False	0	0	0	complete
AC093864.1	6373	0	0.0	62	76.04927423685238	76.98447603398094	62	False	0	0	0	complete
AC093865.1	6374	0	0.0	62	38.80657089276856	23.275506788637202	62	False	0	0	0	complete
AC093879.1	6375	0	0.0	62	16.585833351849722	13.0115238271798	61	False	0	0	0	complete
AC093879.2	6376	0	0.0	62	8.335830330323082	6.127074778338384	60	False	0	0	0	complete
AC093890.1	6377	0	0.0	62	19.5739712526374	17.584030701729198	62	False	0	0	0	complete
AC093895.1	6378	0	0.0	62	61.35827479144326	34.5014306223778	60	False	0	0	0	complete
AC093899.1	6379	0	0.0	62	1.5722886208926308	0.8564651664607446	35	False	0	0	0	complete
AC093899.2	6380	0	0.0	62	201.5804390413825	198.4967111940295	62	False	0	0	0	complete
AC093903.1	6381	0	0.0	62	1.2064733458648422	0.0	17	False	0	0	0	complete
AC093904.2	6382	0	0.0	62	6.8909269507584145	3.07962861434327	43	False	0	0	0	complete
AC093904.3	6383	0	0.0	62	1.284028411729771	0.0	26	False	0	0	0	complete
AC093904.4	6384	0	0.0	62	12.651870556109005	4.85738182446924	52	False	0	0	0	complete
AC093908.1	6385	0	0.0	62	622.3665934048106	556.5750428166009	62	False	0	0	0	complete
AC093909.1	6386	0	0.0	62	15.429253620035421	12.09253558204485	53	False	0	0	0	complete
AC093909.3	6387	0	0.0	62	1.9856768980140846	0.4013659686371475	31	False	0	0	0	complete
AC093909.4	6388	0	0.0	62	0.3090684120713754	0.0	6	False	0	0	0	complete
AC093909.6	6389	0	0.0	62	19.964173823863984	17.6406234166025	61	False	0	0	0	complete
AC093915.1	6390	0	0.0	62	17.078720262830256	14.1307340892949	61	False	0	0	0	complete
AC094019.1	6391	0	0.0	62	22.29521036633414	21.1212001874451	62	False	0	0	0	complete
AC094085.1	6392	0	0.0	62	12.309889169030196	9.617603631803465	61	False	0	0	0	complete
AC095030.1	6393	0	0.0	62	1.8111106962962027	0.0	30	False	0	0	0	complete
AC095031.1	6394	0	0.0	62	2.292487332498491	0.937593365988357	40	False	0	0	0	complete
AC095032.1	6395	0	0.0	62	2.9309453809530335	2.290395442504345	52	False	0	0	0	complete
AC095033.1	6396	0	0.0	62	13.818582802763348	12.23821819862015	62	False	0	0	0	complete
AC095040.1	6397	0	0.0	62	8.411346706929459	5.77935081115462	58	False	0	0	0	complete
AC095050.1	6398	0	0.0	62	0.8906688866930708	0.0	21	False	0	0	0	complete
AC095052.1	6399	0	0.0	62	0.7682090499071544	0.0	18	False	0	0	0	complete
AC095055.1	6400	0	0.0	62	59.70487306312136	56.37755283335075	62	False	0	0	0	complete
AC095056.1	6401	0	0.0	62	5.879476565016894	3.43106086003043	55	False	0	0	0	complete
AC095057.1	6402	0	0.0	62	2.6688646892667456	2.383329699810445	53	False	0	0	0	complete
AC095057.3	6403	0	0.0	62	64.25340118148274	61.076936248885104	62	False	0	0	0	complete
AC095350.1	6404	0	0.0	62	2.6583716524111214	1.495025545172005	45	False	0	0	0	complete
AC096533.1	6405	0	0.0	62	55.82914020596174	51.8820811759046	62	False	0	0	0	complete
AC096536.1	6406	0	0.0	62	29.041629288977024	22.033406138273598	62	False	0	0	0	complete
AC096536.2	6407	0	0.0	62	354.0244765397029	247.099421240874	62	False	0	0	0	complete
AC096537.1	6408	0	0.0	62	10.586961180509668	6.496399802259335	60	False	0	0	0	complete
AC096537.2	6409	0	0.0	62	16.738639180864777	9.29617576596768	60	False	0	0	0	complete
AC096540.1	6410	0	0.0	62	9.605184987442613	8.038309014822424	61	False	0	0	0	complete
AC096541.1	6411	0	0.0	62	39.822793488859006	33.5607902349361	62	False	0	0	0	complete
AC096558.1	6412	0	0.0	62	103.36467909768493	70.7892417019684	62	False	0	0	0	complete
AC096558.2	6413	0	0.0	62	57.291333079032434	35.954515722063	62	False	0	0	0	complete
AC096559.1	6414	0	0.0	62	1.3039014402694211	0.0	24	False	0	0	0	complete
AC096564.1	6415	0	0.0	62	444.79019753333984	371.3417966283755	62	False	0	0	0	complete
AC096564.2	6416	0	0.0	62	24.969643639884676	22.58470770430695	62	False	0	0	0	complete
AC096577.1	6417	0	0.0	62	0.9776578494455976	0.0	27	False	0	0	0	complete
AC096582.1	6418	0	0.0	62	0.6509255528123234	0.0	22	False	0	0	0	complete
AC096586.1	6419	0	0.0	62	42.029102576841474	41.63266207928205	62	False	0	0	0	complete
AC096586.2	6420	0	0.0	62	57.3357241528653	56.32531993456765	62	False	0	0	0	complete
AC096631.1	6421	0	0.0	62	0.5024993206851258	0.0	20	False	0	0	0	complete
AC096633.1	6422	0	0.0	62	33.87599796660154	12.90681582148575	58	False	0	0	0	complete
AC096636.1	6423	0	0.0	62	49.98205194444714	46.68371125070945	62	False	0	0	0	complete
AC096637.2	6424	0	0.0	62	2.457003803851506	1.6531566483236202	46	False	0	0	0	complete
AC096638.1	6425	0	0.0	62	2.1963573404433414	0.9610256956658495	34	False	0	0	0	complete
AC096638.2	6426	0	0.0	62	4.031929497186365	2.404519208694065	55	False	0	0	0	complete
