gene	row_index_1based	missing_count	missing_proportion	nonmissing_count	mean_expression_skipna	median_expression_skipna	detected_sample_count_gt0_skipna	all_zero_among_observed	literal_NA	blank_field	parse_failure	missing_pattern
A1BG	1	0	0.0	62	279.19906189979184	159.4422289088285	62	False	0	0	0	complete
A1BG-AS1	2	0	0.0	62	201.75231790187632	143.381110710759	62	False	0	0	0	complete
A1CF	3	0	0.0	62	498.16581986236156	265.041242754193	62	False	0	0	0	complete
A2M	4	0	0.0	62	28010.275306316995	25268.723910421897	62	False	0	0	0	complete
A2M-AS1	5	0	0.0	62	982.7644252651943	878.3956290505015	62	False	0	0	0	complete
A2ML1	6	0	0.0	62	899.3093163510756	154.2840833947655	62	False	0	0	0	complete
A2ML1-AS1	7	0	0.0	62	88.34425227437774	61.493742641138255	62	False	0	0	0	complete
A2MP1	8	0	0.0	62	153.3433131428943	107.063016035087	62	False	0	0	0	complete
A3GALT2	9	0	0.0	62	6.021525299435302	4.91035922452987	61	False	0	0	0	complete
A4GALT	10	0	0.0	62	1203.2590181884357	630.61897768022	62	False	0	0	0	complete
A4GNT	11	0	0.0	62	79.36892600926016	34.8247339086482	62	False	0	0	0	complete
AAAS	12	0	0.0	62	876.4861370349863	838.451803895642	62	False	0	0	0	complete
AACS	13	0	0.0	62	1605.4038439531992	1410.1093689035702	62	False	0	0	0	complete
AACSP1	14	0	0.0	62	11.590765801166093	3.04905157974258	49	False	0	0	0	complete
AADAC	15	0	0.0	62	451.5309075634344	273.489385591261	61	False	0	0	0	complete
AADACL2	16	0	0.0	62	87.32970060628496	20.133529349548702	62	False	0	0	0	complete
AADACL2-AS1	17	0	0.0	62	25.619516547394618	10.805327389879501	61	False	0	0	0	complete
AADACL4	18	0	0.0	62	3.6974940724292042	0.0	28	False	0	0	0	complete
AADACP1	19	0	0.0	62	434.35833529247026	155.279621844897	62	False	0	0	0	complete
AADAT	20	0	0.0	62	234.7729359160747	228.1016155982185	62	False	0	0	0	complete
AAGAB	21	0	0.0	62	1471.702678152833	1413.7646135150148	62	False	0	0	0	complete
AAK1	22	0	0.0	62	5947.813739376134	5869.303714509495	62	False	0	0	0	complete
AAMDC	23	0	0.0	62	298.9416185477247	298.1067358080895	62	False	0	0	0	complete
AAMP	24	0	0.0	62	2343.5186049767044	2192.15084213092	62	False	0	0	0	complete
AANAT	25	0	0.0	62	43.66990117425553	34.51642850035825	62	False	0	0	0	complete
AAR2	26	0	0.0	62	893.5938299721317	854.961184164755	62	False	0	0	0	complete
AARD	27	0	0.0	62	5.436291470132122	3.5666454038477804	53	False	0	0	0	complete
AARS	28	0	0.0	62	4253.359020750948	3746.343517347235	62	False	0	0	0	complete
AARS2	29	0	0.0	62	872.28845049149	781.0538213674455	62	False	0	0	0	complete
AARSD1	30	0	0.0	62	610.9660890999654	603.407072239306	62	False	0	0	0	complete
AASDH	31	0	0.0	62	781.4047295395644	742.3133941022145	62	False	0	0	0	complete
AASDHPPT	32	0	0.0	62	1369.0188970687602	1280.41430012764	62	False	0	0	0	complete
AASS	33	0	0.0	62	1146.5750228159393	1005.9829978866015	62	False	0	0	0	complete
AATBC	34	0	0.0	62	158.6114406003469	128.172540133033	62	False	0	0	0	complete
AATF	35	0	0.0	62	1829.2032031073588	1715.645616425585	62	False	0	0	0	complete
AATK	36	0	0.0	62	602.345790674095	432.959714467447	62	False	0	0	0	complete
AB015752.1	37	0	0.0	62	7.541177080329568	5.8863399784744	60	False	0	0	0	complete
ABALON	38	0	0.0	62	2200.132740009506	2093.76241455619	62	False	0	0	0	complete
ABAT	39	0	0.0	62	1205.0811493123206	888.862824466011	62	False	0	0	0	complete
ABCA1	40	0	0.0	62	8900.50803596013	8116.77758810573	62	False	0	0	0	complete
ABCA10	41	0	0.0	62	1063.846543826214	888.374106371667	62	False	0	0	0	complete
ABCA11P	42	0	0.0	62	472.8279805355615	473.096044275685	62	False	0	0	0	complete
ABCA12	43	0	0.0	62	878.3337474386134	377.947725757559	62	False	0	0	0	complete
ABCA13	44	0	0.0	62	1665.7449005496335	366.996121951746	62	False	0	0	0	complete
ABCA17P	45	0	0.0	62	35.818324853166494	28.895668176314402	62	False	0	0	0	complete
ABCA2	46	0	0.0	62	2795.6930347050443	2618.112084980435	62	False	0	0	0	complete
ABCA3	47	0	0.0	62	622.7568526226136	569.707082844949	62	False	0	0	0	complete
ABCA4	48	0	0.0	62	153.07672501206378	18.1021360757619	62	False	0	0	0	complete
ABCA5	49	0	0.0	62	2923.625908953778	2651.0670169794803	62	False	0	0	0	complete
ABCA6	50	0	0.0	62	2581.761734865425	2196.3365988590504	62	False	0	0	0	complete
ABCA7	51	0	0.0	62	1740.2239023147308	1447.8320560412849	62	False	0	0	0	complete
ABCA8	52	0	0.0	62	1471.0577401121539	1263.17487410126	62	False	0	0	0	complete
ABCA9	53	0	0.0	62	1210.1524450117504	1055.0258077510848	62	False	0	0	0	complete
ABCA9-AS1	54	0	0.0	62	271.91984997079595	246.8817330692625	62	False	0	0	0	complete
ABCB1	55	0	0.0	62	682.9598291987594	594.6899381058099	62	False	0	0	0	complete
ABCB10	56	0	0.0	62	990.9002144583355	995.3504036496199	62	False	0	0	0	complete
ABCB11	57	0	0.0	62	109.28806008815576	41.72417252351745	61	False	0	0	0	complete
ABCB4	58	0	0.0	62	233.76881398182573	131.2902934211475	62	False	0	0	0	complete
ABCB5	59	0	0.0	62	52.34020777381117	23.8742470163285	61	False	0	0	0	complete
ABCB6	60	0	0.0	62	628.8371610882261	509.02671591209696	62	False	0	0	0	complete
ABCB7	61	0	0.0	62	940.8477042900964	931.1871200447705	62	False	0	0	0	complete
ABCB8	62	0	0.0	62	1023.3881487068563	929.72223219467	62	False	0	0	0	complete
ABCB9	63	0	0.0	62	1250.6456772016597	1156.6670270822601	62	False	0	0	0	complete
ABCC1	64	0	0.0	62	5654.777833467823	4206.5423078328295	62	False	0	0	0	complete
ABCC10	65	0	0.0	62	1351.0969263593495	1251.792415132385	62	False	0	0	0	complete
ABCC11	66	0	0.0	62	371.0418197182939	348.542291631211	62	False	0	0	0	complete
ABCC13	67	0	0.0	62	13.98444074292866	1.947606783437175	39	False	0	0	0	complete
ABCC2	68	0	0.0	62	313.9246661440944	100.08882698558901	62	False	0	0	0	complete
ABCC3	69	0	0.0	62	8280.386765629119	6859.6560599697	62	False	0	0	0	complete
ABCC4	70	0	0.0	62	1275.2012845195086	1322.60986581356	62	False	0	0	0	complete
ABCC5	71	0	0.0	62	4006.6794505572993	3145.469635802035	62	False	0	0	0	complete
ABCC5-AS1	72	0	0.0	62	26.91570015195491	15.36819112074485	62	False	0	0	0	complete
ABCC6	73	0	0.0	62	347.3962730833158	224.5234042239305	62	False	0	0	0	complete
ABCC6P1	74	0	0.0	62	39.78696337174582	17.4717747390149	61	False	0	0	0	complete
ABCC6P2	75	0	0.0	62	14.117249999484645	9.498704765926245	59	False	0	0	0	complete
ABCC8	76	0	0.0	62	742.9420492628144	377.800045023159	61	False	0	0	0	complete
ABCC9	77	0	0.0	62	3664.653910408225	3286.65339751959	62	False	0	0	0	complete
ABCD1	78	0	0.0	62	828.8258357348583	777.8422938008221	62	False	0	0	0	complete
ABCD2	79	0	0.0	62	174.53176984564269	75.5800032815972	62	False	0	0	0	complete
ABCD3	80	0	0.0	62	2677.755521544718	2558.21920511975	62	False	0	0	0	complete
ABCD4	81	0	0.0	62	1681.8342319313326	1596.79390750718	62	False	0	0	0	complete
ABCE1	82	0	0.0	62	3271.336825795343	3097.31900304975	62	False	0	0	0	complete
ABCF1	83	0	0.0	62	2407.347523406994	2273.94277076657	62	False	0	0	0	complete
ABCF2	84	0	0.0	62	1378.5724887095091	1312.9526274362552	62	False	0	0	0	complete
ABCF2P2	85	0	0.0	62	1.8790256919512405	0.0	24	False	0	0	0	complete
ABCF3	86	0	0.0	62	1446.0954514223379	1302.15885375172	62	False	0	0	0	complete
ABCG1	87	0	0.0	62	1741.3630617052502	1569.493414156585	62	False	0	0	0	complete
ABCG2	88	0	0.0	62	219.02939747666892	171.86537613533	62	False	0	0	0	complete
ABCG4	89	0	0.0	62	6.986250386240438	5.739318460694575	58	False	0	0	0	complete
ABCG5	90	0	0.0	62	29.526758984818656	11.682194863882	58	False	0	0	0	complete
ABCG8	91	0	0.0	62	24.21014457373479	5.030864443633915	50	False	0	0	0	complete
ABHD1	92	0	0.0	62	143.0444240357914	134.77694987339248	62	False	0	0	0	complete
ABHD10	93	0	0.0	62	728.6029371341575	699.537241184369	62	False	0	0	0	complete
ABHD11	94	0	0.0	62	818.8029387282105	684.4422808278309	62	False	0	0	0	complete
ABHD11-AS1	95	0	0.0	62	100.78302364294113	81.21746580734145	62	False	0	0	0	complete
ABHD12	96	0	0.0	62	1807.6708211617663	1678.20081256911	62	False	0	0	0	complete
ABHD12B	97	0	0.0	62	53.01989904852827	43.94873200813845	62	False	0	0	0	complete
ABHD13	98	0	0.0	62	1206.521413937461	1225.953533252065	62	False	0	0	0	complete
ABHD14A	99	0	0.0	62	343.24969497406346	325.47278852040654	62	False	0	0	0	complete
ABHD14A-ACY1	100	0	0.0	62	781.5945987691792	710.8868264857275	62	False	0	0	0	complete
ABHD14B	101	0	0.0	62	997.0268058415425	960.049346362197	62	False	0	0	0	complete
ABHD15	102	0	0.0	62	786.3919538182416	765.4804512651644	62	False	0	0	0	complete
ABHD15-AS1	103	0	0.0	62	23.24351707685244	22.451558050529	62	False	0	0	0	complete
ABHD16A	104	0	0.0	62	1092.0955960383496	1036.61056078406	62	False	0	0	0	complete
ABHD16B	105	0	0.0	62	244.54788251017172	216.973390671803	62	False	0	0	0	complete
ABHD17A	106	0	0.0	62	1929.8008244117293	1778.27723179338	62	False	0	0	0	complete
ABHD17AP1	107	0	0.0	62	33.30640125839918	31.1179312522661	62	False	0	0	0	complete
ABHD17AP3	108	0	0.0	62	8.881424842920286	7.300652460237015	58	False	0	0	0	complete
ABHD17AP4	109	0	0.0	62	1.300620509318173	0.0	12	False	0	0	0	complete
ABHD17AP5	110	0	0.0	62	3.7933308533960566	0.9986332485228699	41	False	0	0	0	complete
ABHD17AP6	111	0	0.0	62	1.4278930372474474	0.0	23	False	0	0	0	complete
ABHD17B	112	0	0.0	62	558.6486715224709	536.2933978777339	62	False	0	0	0	complete
ABHD17C	113	0	0.0	62	1933.8667468556075	1478.1155817250851	62	False	0	0	0	complete
ABHD18	114	0	0.0	62	800.5554002328225	808.434627019956	62	False	0	0	0	complete
ABHD2	115	0	0.0	62	17011.152997711575	15026.7856334865	62	False	0	0	0	complete
ABHD3	116	0	0.0	62	953.4751376923416	871.720526548212	62	False	0	0	0	complete
ABHD4	117	0	0.0	62	1083.1180659674944	1042.487917873085	62	False	0	0	0	complete
ABHD5	118	0	0.0	62	633.629417073553	600.5078339504826	62	False	0	0	0	complete
ABHD6	119	0	0.0	62	289.17503563451	271.69169370393604	62	False	0	0	0	complete
ABHD8	120	0	0.0	62	315.27821848615264	309.443572385694	62	False	0	0	0	complete
ABI1	121	0	0.0	62	3097.4128270938863	3095.68651195951	62	False	0	0	0	complete
ABI1P1	122	0	0.0	62	8.319145014485278	6.542794630958645	60	False	0	0	0	complete
ABI2	123	0	0.0	62	8020.568942911913	7440.22601352994	62	False	0	0	0	complete
ABI3	124	0	0.0	62	487.1794493436456	405.6801917407165	62	False	0	0	0	complete
ABI3BP	125	0	0.0	62	2901.844486122552	2543.005923467605	62	False	0	0	0	complete
ABL1	126	0	0.0	62	3584.5483385685607	3401.2877584451653	62	False	0	0	0	complete
ABL2	127	0	0.0	62	4652.27589458383	4526.178654221775	62	False	0	0	0	complete
ABLIM1	128	0	0.0	62	7625.723332990307	7402.61999667226	62	False	0	0	0	complete
ABLIM2	129	0	0.0	62	474.5822856710759	410.7835646294885	62	False	0	0	0	complete
ABLIM3	130	0	0.0	62	1937.8751606061978	1445.50871947455	62	False	0	0	0	complete
ABO	131	0	0.0	62	1087.0524328517865	820.8833156331025	62	False	0	0	0	complete
ABR	132	0	0.0	62	5142.953191009062	4974.169004916995	62	False	0	0	0	complete
ABRA	133	0	0.0	62	16.920843736827578	12.6158776700223	61	False	0	0	0	complete
ABRACL	134	0	0.0	62	648.9240344863836	640.471152843528	62	False	0	0	0	complete
ABRAXAS1	135	0	0.0	62	1030.511378938572	1063.89432014053	62	False	0	0	0	complete
ABRAXAS2	136	0	0.0	62	810.2192718437194	797.181232854448	62	False	0	0	0	complete
ABT1	137	0	0.0	62	600.6349325245826	584.8115025280244	62	False	0	0	0	complete
ABT1P1	138	0	0.0	62	26.656198784494137	22.82884884632885	62	False	0	0	0	complete
ABTB1	139	0	0.0	62	1112.9426486892687	1013.5450883759651	62	False	0	0	0	complete
ABTB2	140	0	0.0	62	765.137178982485	662.538076244685	62	False	0	0	0	complete
AC000032.1	141	0	0.0	62	72.69904285451803	8.36299548895838	59	False	0	0	0	complete
AC000035.1	142	0	0.0	62	2.4575811507672447	1.8375733555258549	55	False	0	0	0	complete
AC000036.1	143	0	0.0	62	3.968646436925375	2.8838737762254647	51	False	0	0	0	complete
AC000041.1	144	0	0.0	62	87.53497181452934	79.29269364007894	62	False	0	0	0	complete
AC000058.1	145	0	0.0	62	4.1868475545239505	3.10576918445604	56	False	0	0	0	complete
AC000061.1	146	0	0.0	62	147.50144923753516	77.9410943541496	58	False	0	0	0	complete
AC000067.1	147	0	0.0	62	1.167194402207296	0.834593806732723	33	False	0	0	0	complete
AC000068.1	148	0	0.0	62	54.0580687454236	48.141219577646396	62	False	0	0	0	complete
AC000068.2	149	0	0.0	62	321.5481287186271	297.113110950851	62	False	0	0	0	complete
AC000068.3	150	0	0.0	62	87.63030958879136	81.84896172111655	62	False	0	0	0	complete
AC000078.1	151	0	0.0	62	44.0771518518362	39.5144664878669	62	False	0	0	0	complete
AC000081.1	152	0	0.0	62	3.2027105009915067	1.95115909575461	48	False	0	0	0	complete
AC000089.1	153	0	0.0	62	54.960954649867105	31.0806548592915	62	False	0	0	0	complete
AC000095.1	154	0	0.0	62	14.892139387088717	10.86059018376735	62	False	0	0	0	complete
AC000095.2	155	0	0.0	62	4.860694862756779	3.1426679856085347	50	False	0	0	0	complete
AC000099.1	156	0	0.0	62	2.7366718890259865	0.9592360463635935	42	False	0	0	0	complete
AC000111.1	157	0	0.0	62	43.664483844912404	21.1186020063236	50	False	0	0	0	complete
AC000111.2	158	0	0.0	62	140.27270867596724	77.4958846249294	55	False	0	0	0	complete
AC000120.1	159	0	0.0	62	211.10980372399825	210.46894598161902	62	False	0	0	0	complete
AC000123.1	160	0	0.0	62	147.87537777862747	136.5770583407255	62	False	0	0	0	complete
AC000123.2	161	0	0.0	62	82.41922744291023	73.18407890692515	62	False	0	0	0	complete
AC000123.3	162	0	0.0	62	840.5937065822873	805.527294336418	62	False	0	0	0	complete
AC000124.1	163	0	0.0	62	6.621988256668093	2.59726055900564	49	False	0	0	0	complete
AC000362.1	164	0	0.0	62	0.9099859700290696	0.0	26	False	0	0	0	complete
AC000367.1	165	0	0.0	62	2.676845247429829	1.10952164026061	46	False	0	0	0	complete
AC000374.1	166	0	0.0	62	1.9742464937789814	0.8383467685157275	33	False	0	0	0	complete
AC000403.1	167	0	0.0	62	36.32491878825069	31.47132268851795	62	False	0	0	0	complete
AC001226.1	168	0	0.0	62	5.673338747306027	5.0204160775484095	58	False	0	0	0	complete
AC001226.2	169	0	0.0	62	2055.8257655726734	2000.9221534511298	62	False	0	0	0	complete
AC002044.1	170	0	0.0	62	6.657849668922843	6.20842986902953	60	False	0	0	0	complete
AC002044.2	171	0	0.0	62	80.67327088033366	72.46511407496125	62	False	0	0	0	complete
AC002044.3	172	0	0.0	62	53.747725616711556	48.1287544780963	62	False	0	0	0	complete
AC002056.1	173	0	0.0	62	0.5863105307293678	0.0	23	False	0	0	0	complete
AC002056.2	174	0	0.0	62	0.8483210694222089	0.0	28	False	0	0	0	complete
AC002059.1	175	0	0.0	62	7.835348741246677	6.555997587973335	58	False	0	0	0	complete
AC002064.1	176	0	0.0	62	10.906617249223812	7.88998729494441	61	False	0	0	0	complete
AC002064.2	177	0	0.0	62	68.25815548699484	63.89256893453695	62	False	0	0	0	complete
AC002064.3	178	0	0.0	62	0.850224878119897	0.0	25	False	0	0	0	complete
AC002066.1	179	0	0.0	62	155.28814749932997	118.51995263397299	62	False	0	0	0	complete
AC002069.1	180	0	0.0	62	1.3073431328889857	0.0	26	False	0	0	0	complete
AC002069.2	181	0	0.0	62	2.10899739949646	0.97395337371827	36	False	0	0	0	complete
AC002070.1	182	0	0.0	62	100.8691206159978	91.64960629049335	62	False	0	0	0	complete
AC002075.1	183	0	0.0	62	31.305265498362196	3.759324955050995	40	False	0	0	0	complete
AC002075.2	184	0	0.0	62	20.6594093887195	2.07527425476746	37	False	0	0	0	complete
AC002076.1	185	0	0.0	62	7.6704020283877625	1.7972607482895349	50	False	0	0	0	complete
AC002091.1	186	0	0.0	62	17.18284377129508	13.626250859476	60	False	0	0	0	complete
AC002091.2	187	0	0.0	62	14.137266154953464	10.95879211775255	62	False	0	0	0	complete
AC002094.1	188	0	0.0	62	291.01220526579147	284.871058304946	62	False	0	0	0	complete
AC002094.2	189	0	0.0	62	227.31278364653923	215.765050950256	62	False	0	0	0	complete
AC002094.3	190	0	0.0	62	172.38978233097603	57.9286256296381	62	False	0	0	0	complete
AC002094.4	191	0	0.0	62	14.154515843157144	12.4576562228378	62	False	0	0	0	complete
AC002094.5	192	0	0.0	62	12.041194845435966	11.16848458974855	62	False	0	0	0	complete
AC002116.1	193	0	0.0	62	284.49491638143814	265.75478872497354	62	False	0	0	0	complete
AC002116.2	194	0	0.0	62	138.85887776723268	132.55833074494802	62	False	0	0	0	complete
AC002128.1	195	0	0.0	62	130.3879112257622	126.62398620120851	62	False	0	0	0	complete
AC002128.2	196	0	0.0	62	103.66976668570001	89.91037006477086	62	False	0	0	0	complete
AC002306.1	197	0	0.0	62	33.65680805529379	26.9597304208635	62	False	0	0	0	complete
AC002310.1	198	0	0.0	62	83.69354967719158	73.01929208703339	62	False	0	0	0	complete
AC002310.2	199	0	0.0	62	290.7241942340251	273.9215475295285	62	False	0	0	0	complete
AC002310.3	200	0	0.0	62	15.019520987788995	11.14404162345015	62	False	0	0	0	complete
AC002310.4	201	0	0.0	62	137.17178248630688	134.498058578866	62	False	0	0	0	complete
AC002310.5	202	0	0.0	62	449.68399129986005	421.79995123809454	62	False	0	0	0	complete
AC002310.6	203	0	0.0	62	75.63431891226291	71.16883408044436	62	False	0	0	0	complete
AC002347.1	204	0	0.0	62	6.594276547374304	5.140876567741375	60	False	0	0	0	complete
AC002347.2	205	0	0.0	62	94.41544773336514	90.0351277680678	62	False	0	0	0	complete
AC002350.1	206	0	0.0	62	221.23037061838255	191.43586413522848	62	False	0	0	0	complete
AC002366.1	207	0	0.0	62	39.31196552915691	33.296842263122	62	False	0	0	0	complete
AC002367.1	208	0	0.0	62	0.9550646515387297	0.0	25	False	0	0	0	complete
AC002368.1	209	0	0.0	62	0.5972596581943358	0.0	16	False	0	0	0	complete
AC002381.1	210	0	0.0	62	23.827486462535845	22.800034060539453	62	False	0	0	0	complete
AC002383.1	211	0	0.0	62	2.73666692912835	1.719060884568485	45	False	0	0	0	complete
AC002398.1	212	0	0.0	62	64.77571238872818	59.4593855865671	62	False	0	0	0	complete
AC002398.2	213	0	0.0	62	425.2854554634197	320.9358133218845	62	False	0	0	0	complete
AC002400.1	214	0	0.0	62	114.41785949941463	108.10944009072199	62	False	0	0	0	complete
AC002401.1	215	0	0.0	62	650.7207415623735	627.6056245911541	62	False	0	0	0	complete
AC002401.2	216	0	0.0	62	7.937365970510778	6.5520757720045495	58	False	0	0	0	complete
AC002401.3	217	0	0.0	62	8.881745282639995	7.70949541743333	61	False	0	0	0	complete
AC002401.4	218	0	0.0	62	25.734235675464678	7.278602146622115	57	False	0	0	0	complete
AC002407.1	219	0	0.0	62	2.5508272552418894	0.9615877807974484	37	False	0	0	0	complete
AC002429.1	220	0	0.0	62	10.038139151340438	7.95725048651368	59	False	0	0	0	complete
AC002429.2	221	0	0.0	62	93.46292277952244	80.5923744302302	61	False	0	0	0	complete
AC002451.1	222	0	0.0	62	19.590023613201975	15.18941263987875	61	False	0	0	0	complete
AC002451.2	223	0	0.0	62	7.1192539474231555	1.0786939561833702	41	False	0	0	0	complete
AC002454.1	224	0	0.0	62	29.399752532727902	21.4571957419857	62	False	0	0	0	complete
AC002456.1	225	0	0.0	62	30.515377539436468	26.6225871141271	62	False	0	0	0	complete
AC002456.2	226	0	0.0	62	15.451057078579828	13.20756812766085	62	False	0	0	0	complete
AC002460.1	227	0	0.0	62	0.8610945692402345	0.0	21	False	0	0	0	complete
AC002463.1	228	0	0.0	62	0.8222029326153094	0.0	26	False	0	0	0	complete
AC002464.1	229	0	0.0	62	0.8996722774022067	0.0	23	False	0	0	0	complete
AC002465.1	230	0	0.0	62	2.0625851377845748	1.354155640975565	39	False	0	0	0	complete
AC002467.1	231	0	0.0	62	54.84453297422655	50.323649399645404	62	False	0	0	0	complete
AC002470.1	232	0	0.0	62	4.621063213616765	3.394194663520815	56	False	0	0	0	complete
AC002472.1	233	0	0.0	62	6.620085178927269	4.06010637669182	53	False	0	0	0	complete
AC002472.2	234	0	0.0	62	31.553675039700458	30.16652603785785	62	False	0	0	0	complete
AC002472.3	235	0	0.0	62	11.021523145701504	10.022403509348784	61	False	0	0	0	complete
AC002480.1	236	0	0.0	62	58.9354819031753	40.5773928666301	62	False	0	0	0	complete
AC002480.2	237	0	0.0	62	13.113298798373743	7.552011111072909	58	False	0	0	0	complete
AC002511.1	238	0	0.0	62	13.807173855407203	8.079082059264435	55	False	0	0	0	complete
AC002511.2	239	0	0.0	62	3.8428473368162885	2.03270105316172	49	False	0	0	0	complete
AC002519.1	240	0	0.0	62	13.055356820372742	10.892498998797	62	False	0	0	0	complete
AC002525.1	241	0	0.0	62	69.57919194012013	54.514380852170106	59	False	0	0	0	complete
AC002540.1	242	0	0.0	62	9.222279674665968	7.208562798457924	61	False	0	0	0	complete
AC002542.1	243	0	0.0	62	9.494725941384647	9.194456216941461	62	False	0	0	0	complete
AC002543.1	244	0	0.0	62	167.3345751520659	150.05187770597752	62	False	0	0	0	complete
AC002546.1	245	0	0.0	62	20.76900856171269	14.7486036674154	61	False	0	0	0	complete
AC002550.1	246	0	0.0	62	515.6182675349878	464.6267983824315	62	False	0	0	0	complete
AC002550.2	247	0	0.0	62	26.879929595741107	26.363717949730052	62	False	0	0	0	complete
AC002551.1	248	0	0.0	62	16.66912888915164	15.582392327329499	62	False	0	0	0	complete
AC002553.1	249	0	0.0	62	228.0350643360039	218.08497660988098	62	False	0	0	0	complete
AC002553.2	250	0	0.0	62	76.25298708138097	73.4535862530742	62	False	0	0	0	complete
AC002558.1	251	0	0.0	62	109.45778593312588	94.91627087864785	62	False	0	0	0	complete
AC002558.2	252	0	0.0	62	310.1133656860291	292.987946739549	62	False	0	0	0	complete
AC002558.3	253	0	0.0	62	73.09705397590608	66.9638342790862	62	False	0	0	0	complete
AC002563.1	254	0	0.0	62	33.70647954455838	26.2185625166668	62	False	0	0	0	complete
AC002984.1	255	0	0.0	62	10.938608044182441	8.991384422425611	61	False	0	0	0	complete
AC002985.1	256	0	0.0	62	1179.144061488847	1074.930301345405	62	False	0	0	0	complete
AC002996.1	257	0	0.0	62	1175.6555419657213	1127.15785333831	62	False	0	0	0	complete
AC003001.1	258	0	0.0	62	0.8937140232006576	0.0	24	False	0	0	0	complete
AC003002.1	259	0	0.0	62	116.55858685806042	110.617902950966	62	False	0	0	0	complete
AC003002.2	260	0	0.0	62	91.4222871458392	84.96922786355586	62	False	0	0	0	complete
AC003002.3	261	0	0.0	62	266.67540842633235	234.6507084196325	62	False	0	0	0	complete
AC003005.1	262	0	0.0	62	81.04826495068964	79.423792593806	62	False	0	0	0	complete
AC003005.2	263	0	0.0	62	2.8587691723551334	2.019890951471855	50	False	0	0	0	complete
AC003006.1	264	0	0.0	62	320.5064604462777	304.63392427845895	62	False	0	0	0	complete
AC003035.1	265	0	0.0	62	0.8294216819454232	0.0	26	False	0	0	0	complete
AC003035.2	266	0	0.0	62	1.8198894319259404	0.889009702903769	36	False	0	0	0	complete
AC003070.1	267	0	0.0	62	303.4756731644827	271.9776378992235	62	False	0	0	0	complete
AC003070.2	268	0	0.0	62	0.73358346105169	0.0	29	False	0	0	0	complete
AC003072.1	269	0	0.0	62	84.41727905825469	83.61311257305705	62	False	0	0	0	complete
AC003080.1	270	0	0.0	62	86.59045713567068	81.424930862087	62	False	0	0	0	complete
AC003084.1	271	0	0.0	62	5.834293550662612	0.0	30	False	0	0	0	complete
AC003092.1	272	0	0.0	62	3.3586752307527385	1.045390539211825	41	False	0	0	0	complete
AC003101.1	273	0	0.0	62	28.200643137336982	25.93432774039165	62	False	0	0	0	complete
AC003101.2	274	0	0.0	62	21.716833576015564	17.89349322654605	61	False	0	0	0	complete
AC003101.3	275	0	0.0	62	96.38174085843968	83.8598082929218	62	False	0	0	0	complete
AC003102.1	276	0	0.0	62	117.57735562630062	96.05229175064309	62	False	0	0	0	complete
AC003659.1	277	0	0.0	62	4.652208493690733	1.028175313548275	42	False	0	0	0	complete
AC003666.1	278	0	0.0	62	2.344842324826435	0.0	25	False	0	0	0	complete
AC003669.1	279	0	0.0	62	0.5162152992614759	0.0	21	False	0	0	0	complete
AC003681.1	280	0	0.0	62	5096.464665608871	4860.377951189475	62	False	0	0	0	complete
AC003682.1	281	0	0.0	62	11.169422417648214	9.774279362408919	62	False	0	0	0	complete
AC003684.1	282	0	0.0	62	1.503133925220965	0.872475938139049	36	False	0	0	0	complete
AC003688.1	283	0	0.0	62	1253.2365469099734	1067.867239595895	62	False	0	0	0	complete
AC003688.2	284	0	0.0	62	4.048815996698695	2.33593771720335	52	False	0	0	0	complete
AC003956.1	285	0	0.0	62	10.204262284861297	9.959738541277336	61	False	0	0	0	complete
AC003957.1	286	0	0.0	62	78.87708047842823	51.3500148171548	62	False	0	0	0	complete
AC003958.2	287	0	0.0	62	3.3157896975496355	0.964174568847618	43	False	0	0	0	complete
AC003965.1	288	0	0.0	62	2.951810498686176	1.159494621024715	47	False	0	0	0	complete
AC003965.2	289	0	0.0	62	91.03386066817544	53.1424715261493	62	False	0	0	0	complete
AC003973.3	290	0	0.0	62	187.63930719209634	146.436595324267	62	False	0	0	0	complete
AC003975.1	291	0	0.0	62	6.174291223973923	4.680639127745906	58	False	0	0	0	complete
AC003985.1	292	0	0.0	62	1.1198678243739641	0.0	24	False	0	0	0	complete
AC003986.2	293	0	0.0	62	28.725155610813257	27.4592202312842	62	False	0	0	0	complete
AC003986.3	294	0	0.0	62	1.7387008277311513	0.96422135798947	40	False	0	0	0	complete
AC003988.1	295	0	0.0	62	0.576012409513353	0.0	23	False	0	0	0	complete
AC003989.1	296	0	0.0	62	97.14806807915221	89.1237085051857	62	False	0	0	0	complete
AC003989.2	297	0	0.0	62	47.165992502917724	46.37669303239545	62	False	0	0	0	complete
AC003991.1	298	0	0.0	62	595.1716795734997	489.6656448482305	62	False	0	0	0	complete
AC003991.2	299	0	0.0	62	292.7191740948387	249.8355934706325	62	False	0	0	0	complete
AC003992.1	300	0	0.0	62	9.990066558047884	9.48412470943566	59	False	0	0	0	complete
AC004000.1	301	0	0.0	62	35.348387134578964	33.308703842738055	62	False	0	0	0	complete
AC004004.1	302	0	0.0	62	8.572637044622024	4.498545395217965	48	False	0	0	0	complete
AC004009.1	303	0	0.0	62	92.54434308042482	54.09226030048255	54	False	0	0	0	complete
AC004009.2	304	0	0.0	62	55.92144393066034	29.907207236805448	53	False	0	0	0	complete
AC004009.3	305	0	0.0	62	42.33215811511609	23.10352153094965	50	False	0	0	0	complete
