taxon	host_feature	host_feature_collection	coefficient	p_value	bh_q_value	supported_nominal	TRANSFORMATION_SENSITIVE_MECHANISM	composition_sensitive	sample_sensitive	evidence_category	criteria
Azoarcus	AHR	DoRothEA_VIPER	0.178747700159509	0.227281028190236	0.347234904179528	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2273; primary_q=0.3472; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	AR	DoRothEA_VIPER	-0.0419721386546324	0.628487981846457	0.743372881753873	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.6285; primary_q=0.7434; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ARID2	DoRothEA_VIPER	0.0195380785640258	0.706686459183896	0.813984403248467	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.7067; primary_q=0.814; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ARID3A	DoRothEA_VIPER	-0.033163592859743	0.609797839039915	0.733090298299352	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.6098; primary_q=0.7331; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ARNT	DoRothEA_VIPER	-0.303524247541476	0.00129402537409998	0.0177928488938747	TRUE	TRUE	FALSE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.001294; primary_q=0.01779; transformation_sensitive=TRUE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ASCL1	DoRothEA_VIPER	0.0367271259918792	0.829284669791183	0.885579687300749	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.8293; primary_q=0.8856; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ATF1	DoRothEA_VIPER	0.0728684463228476	0.121515612112085	0.22655453105643	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1215; primary_q=0.2266; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ATF2	DoRothEA_VIPER	0.348411052909628	0.0136949046857591	0.0568467741673018	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.01369; primary_q=0.05685; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	ATF3	DoRothEA_VIPER	0.0726986984509825	0.211497604397766	0.330063908713678	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2115; primary_q=0.3301; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ATF4	DoRothEA_VIPER	-0.0918935516017229	0.140315151927787	0.245638793488985	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1403; primary_q=0.2456; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ATF7	DoRothEA_VIPER	0.0175305808507499	0.609019354473909	0.733090298299352	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.609; primary_q=0.7331; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	Androgen	PROGENy	-0.0442414712437691	0.740975720530107	0.740975720530107	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.741; primary_q=0.741; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	BACH1	DoRothEA_VIPER	-0.105206233558368	0.0343559917454644	0.100777575786696	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.03436; primary_q=0.1008; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	BACH2	DoRothEA_VIPER	0.183419849314336	0.00589921550028272	0.0324456852515549	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.005899; primary_q=0.03245; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	BATF	DoRothEA_VIPER	0.40592384371466	0.0016442690676934	0.0180869597446274	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.001644; primary_q=0.01809; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	BCL11A	DoRothEA_VIPER	0.142389307073252	0.0475719895293122	0.123127502311161	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.04757; primary_q=0.1231; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	BCL6	DoRothEA_VIPER	-0.0357575102423735	0.553981530649911	0.696433924245603	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.554; primary_q=0.6964; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	BHLHE22	DoRothEA_VIPER	-0.155598269751385	0.0215815244867936	0.0765796030176547	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.02158; primary_q=0.07658; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	BHLHE40	DoRothEA_VIPER	0.192298343869733	0.0177472113029559	0.0684980085377246	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.01775; primary_q=0.0685; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	CDX2	DoRothEA_VIPER	-0.0855730452432888	0.481941838814166	0.627379908515482	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.4819; primary_q=0.6274; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CEBPA	DoRothEA_VIPER	0.134502009935851	0.363792567018169	0.509773023847116	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.3638; primary_q=0.5098; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CEBPB	DoRothEA_VIPER	0.0136605848041139	0.837279387559897	0.885579687300749	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.8373; primary_q=0.8856; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CEBPG	DoRothEA_VIPER	0.0725444309827	0.0931384796389539	0.186894537432021	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.09314; primary_q=0.1869; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CLOCK	DoRothEA_VIPER	0.0996275070344942	0.234614153194397	0.353528176046352	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2346; primary_q=0.3535; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CREB1	DoRothEA_VIPER	0.0316702815357165	0.743288706028659	0.842488851562282	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.7433; primary_q=0.8425; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CREB3	DoRothEA_VIPER	-0.0150803583123722	0.508628265878583	0.646810511521898	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.5086; primary_q=0.6468; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CREB3L1	DoRothEA_VIPER	-0.0969392834909574	0.0371158451823612	0.103044855903379	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.03712; primary_q=0.103; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	CREM	DoRothEA_VIPER	0.0389740476641909	0.152964339070545	0.2629074577775	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.153; primary_q=0.2629; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CTCF	DoRothEA_VIPER	0.0323674343674461	0.490177304356645	0.634347099755658	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.4902; primary_q=0.6343; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	CTCFL	DoRothEA_VIPER	-0.165721894395682	0.0246894515335362	0.0822004836651625	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.02469; primary_q=0.0822; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	CUX1	DoRothEA_VIPER	0.0186407625522431	0.628246775123379	0.743372881753873	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.6282; primary_q=0.7434; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	DUX4	DoRothEA_VIPER	0.179800035473995	0.00426524560662095	0.0274683186776907	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.004265; primary_q=0.02747; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	E2F1	DoRothEA_VIPER	0.203331967829054	0.0163417446780173	0.0641997112350679	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.01634; primary_q=0.0642; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	E2F4	DoRothEA_VIPER	-0.0483666540995647	0.586908301127066	0.721339811441087	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.5869; primary_q=0.7213; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	E2F6	DoRothEA_VIPER	0.142092730405801	0.0341040424427854	0.100777575786696	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.0341; primary_q=0.1008; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	E2F7	DoRothEA_VIPER	-0.07946784792978	0.0764364902762677	0.161692575584413	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.07644; primary_q=0.1617; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	EBF1	DoRothEA_VIPER	0.150262211878657	0.157882072995423	0.265145466099184	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1579; primary_q=0.2651; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	EGFR	PROGENy	-0.224917935049942	0.0763015628757336	0.152603125751467	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.0763; primary_q=0.1526; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	EGR1	DoRothEA_VIPER	0.100976734546732	0.188151617578744	0.301785572779596	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1882; primary_q=0.3018; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	EHF	DoRothEA_VIPER	-0.263184259692586	0.00436995978963261	0.0274683186776907	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.00437; primary_q=0.02747; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	ELF1	DoRothEA_VIPER	-0.0540177598917776	0.0622103812347307	0.146604204406412	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.06221; primary_q=0.1466; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ELF3	DoRothEA_VIPER	-0.0723748545030495	0.649613552559992	0.764251238305873	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.6496; primary_q=0.7643; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ELF5	DoRothEA_VIPER	-0.0363591793824204	0.290402632444853	0.421918871595253	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2904; primary_q=0.4219; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ELK1	DoRothEA_VIPER	0.0244989250880907	0.801500019120578	0.868620710376981	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.8015; primary_q=0.8686; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	EOMES	DoRothEA_VIPER	0.290378434012448	0.000755782644341158	0.0127901678273119	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.0007558; primary_q=0.01279; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	ESR1	DoRothEA_VIPER	-0.0829547963969898	0.399146783438967	0.545417964947656	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.3991; primary_q=0.5454; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ESR2	DoRothEA_VIPER	0.0311739080422855	0.680874954568124	0.792552857169245	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.6809; primary_q=0.7926; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ESRRA	DoRothEA_VIPER	-0.220582530116508	0.0763165483310396	0.161692575584413	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.07632; primary_q=0.1617; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ETS1	DoRothEA_VIPER	0.29862138667577	0.00354688621881912	0.0259290131996114	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.003547; primary_q=0.02593; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	ETS2	DoRothEA_VIPER	0.148728769882614	0.24568485090362	0.365207210802678	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2457; primary_q=0.3652; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	ETV1	DoRothEA_VIPER	0.13650841754728	0.00671734240075382	0.0351860792420438	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.006717; primary_q=0.03519; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	ETV4	DoRothEA_VIPER	0.173833078542708	0.0353243836693645	0.102254794832371	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.03532; primary_q=0.1023; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	Estrogen	PROGENy	0.244543952782093	0.0580211016059634	0.135382570413915	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.05802; primary_q=0.1354; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOS	DoRothEA_VIPER	-0.000903376659962608	0.991258677734698	0.991258677734698	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.9913; primary_q=0.9913; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOXA1	DoRothEA_VIPER	-0.124507365486008	0.169984603853109	0.27907920035585	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.17; primary_q=0.2791; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOXJ2	DoRothEA_VIPER	0.150048439534237	0.00535412494587421	0.0318353375160088	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.005354; primary_q=0.03184; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	FOXK2	DoRothEA_VIPER	-0.146211093230437	0.000447649778492807	0.0127901678273119	TRUE	TRUE	FALSE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.0004476; primary_q=0.01279; transformation_sensitive=TRUE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOXL2	DoRothEA_VIPER	-0.118097579811961	0.214265802869206	0.330063908713678	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2143; primary_q=0.3301; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOXM1	DoRothEA_VIPER	0.330444552673038	0.000482644330943635	0.0127901678273119	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.0004826; primary_q=0.01279; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	FOXO1	DoRothEA_VIPER	0.149741587214806	0.00737517221370351	0.035658037272002	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.007375; primary_q=0.03566; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	FOXO3	DoRothEA_VIPER	0.0556077011154886	0.213061166175007	0.330063908713678	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2131; primary_q=0.3301; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOXP1	DoRothEA_VIPER	0.00300481123836123	0.96498084059731	0.978321589545659	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.965; primary_q=0.9783; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	FOXP2	DoRothEA_VIPER	-0.0103838089829561	0.759786831997094	0.850205260814053	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.7598; primary_q=0.8502; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	GABPA	DoRothEA_VIPER	0.00354098102377166	0.906453421702796	0.945117311728034	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.9065; primary_q=0.9451; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	GATA2	DoRothEA_VIPER	0.0900347734416411	0.0601677508241082	0.145460496497844	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.06017; primary_q=0.1455; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	GATA3	DoRothEA_VIPER	0.197102952006592	0.00316779370522725	0.0258116524129627	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.003168; primary_q=0.02581; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	GATA6	DoRothEA_VIPER	0.0712507916219972	0.377693417497015	0.525902226894578	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.3777; primary_q=0.5259; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	GFI1B	DoRothEA_VIPER	-0.0656914412004668	0.0254445163911413	0.0822004836651625	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.02544; primary_q=0.0822; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	GLI2	DoRothEA_VIPER	-0.0564879387902275	0.126754389669846	0.234335846448455	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1268; primary_q=0.2343; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	GRHL2	DoRothEA_VIPER	-0.762699922844011	4.9960586770723e-06	0.00109913290895591	TRUE	TRUE	FALSE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=4.996e-06; primary_q=0.001099; transformation_sensitive=TRUE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	0.00233670557520719	0.301129139292495	0.448510457112383	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.3011; primary_q=0.4485; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	0.0325606257000179	0.000511829829368922	0.00801675007333143	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.0005118; primary_q=0.008017; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	0.00331695248884695	0.200475507442437	0.33493212022152	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.2005; primary_q=0.3349; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	0.0117485379125565	0.100930510509577	0.221843840684909	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1009; primary_q=0.2218; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	0.00288711407901637	0.458599713267698	0.559267943009388	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.4586; primary_q=0.5593; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	-0.00178026297353941	0.717284264454582	0.763068366441044	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.7173; primary_q=0.7631; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_APOPTOSIS	MSigDB_Hallmark	0.00582354600376155	0.0379310135790326	0.14588851376551	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.03793; primary_q=0.1459; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	0.00927685220276247	0.0805909668600409	0.21208149173695	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.08059; primary_q=0.2121; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	-0.00246080683318062	0.546870693056052	0.594424666365274	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.5469; primary_q=0.5944; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_COAGULATION	MSigDB_Hallmark	0.0070949864224802	0.334713729502327	0.47816247071761	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.3347; primary_q=0.4782; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_COMPLEMENT	MSigDB_Hallmark	0.013857651336326	0.00242962861245784	0.0173544900889846	TRUE	TRUE	TRUE	FALSE	TRANSFORMATION_SENSITIVE_MECHANISM	primary_p=0.00243; primary_q=0.01735; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	-0.00217525670866363	0.430747144725949	0.552239929135832	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.4307; primary_q=0.5522; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	-0.0095749528064021	0.200959272132912	0.33493212022152	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.201; primary_q=0.3349; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	0.0177525561456029	0.042151109353171	0.150539676261325	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.04215; primary_q=0.1505; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	-0.00698523461743982	0.0986210821009729	0.221843840684909	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.09862; primary_q=0.2218; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_ESTROGEN_RESPONSE_LATE	MSigDB_Hallmark	-0.00758652306721138	0.113808257424715	0.237100536301489	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1138; primary_q=0.2371; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_FATTY_ACID_METABOLISM	MSigDB_Hallmark	0.00217191758223335	0.484893496015106	0.563014362475297	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.4849; primary_q=0.563; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_G2M_CHECKPOINT	MSigDB_Hallmark	-0.00980639750929187	0.133203313670843	0.266406627341685	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.1332; primary_q=0.2664; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
Azoarcus	HALLMARK_GLYCOLYSIS	MSigDB_Hallmark	-0.0089700462153788	0.0278739471458861	0.116141446441192	TRUE	TRUE	TRUE	FALSE	EXPLORATORY_HOST_MECHANISM	primary_p=0.02787; primary_q=0.1161; transformation_sensitive=TRUE; composition_sensitive=TRUE; sample_sensitive=FALSE
Azoarcus	HALLMARK_HEDGEHOG_SIGNALING	MSigDB_Hallmark	0.0132722872152998	0.0512377525859401	0.150699272311589	FALSE	FALSE	FALSE	FALSE	NO_SUPPORTED_MECHANISM	primary_p=0.05124; primary_q=0.1507; transformation_sensitive=FALSE; composition_sensitive=FALSE; sample_sensitive=FALSE
