sample_id	patient_id	cell_type	tumor_control_status	CTCFL	IRF3	JUNB	KLF13	KLF9	MNT	MXI1	SNAI2	TFAP4	TP63	ZBTB7A	ZNF24	BHLHE40	E2F6	ELF1	GRHL2	KLF1	MBD1	MBD2	OTX2	SIX5	SNAPC4	ZBED1	ZNF384	ZNF740	dataset_id
"N1|myeloid"	"N1"	"myeloid"	"CONTROL_PANCREAS"	2.29948753837655	4.61383662524075	7.00996014266085	-4.853300558269	5.9590488907704	-6.345017176299	-8.1835709500894	-4.7053986588238	2.60515149140289	0.241550571632126	-5.58544450889755	-1.44280817982143	-6.67335350139996	-5.2200090108359	6.84266408144154	4.43667192383276	4.85738974114117	-4.65618641166483	-0.693535196436095	1.30078242502484	2.87423408165356	2.56921427319966	4.18514214335376	6.87908535912518	5.0833577264975	"PENG_CRA001160"
"N1|nonmalignant_epithelial"	"N1"	"nonmalignant_epithelial"	"CONTROL_PANCREAS"	3.38010947303889	4.28941322664249	6.62628540653769	-4.32578213739138	6.24601030102911	-5.78594043603786	-8.62130955341333	-5.28005079400653	3.60739938960396	0.728653211577223	-6.517024175003	-0.863309513787086	-6.03683505378911	-5.58635985681042	6.88619096790757	5.63403504062734	4.42084385653773	-4.97513337054568	-0.430321844752195	1.4273353492627	3.51265667467097	2.76947724389589	4.22953641807508	7.64536516845834	5.22707359877896	"PENG_CRA001160"
"N2|endothelial"	"N2"	"endothelial"	"CONTROL_PANCREAS"	3.40083793806879	4.48948944668704	6.27125209117635	-4.90764658401124	7.16809846817894	-5.86475511428078	-7.94520193761514	-5.1402209386145	2.97847588757285	0.332131184036415	-5.65426202752578	-0.805228085539511	-6.14041797344687	-5.3734726925788	7.26588306397643	3.91642589992975	5.43891697932011	-4.66886487026496	0.232431586760728	1.82960571639966	3.22706536630929	3.31021274295794	4.4646958393162	7.4830707634344	4.89940642499568	"PENG_CRA001160"
"N2|fibroblast_caf"	"N2"	"fibroblast_caf"	"CONTROL_PANCREAS"	3.41133595869633	4.19257692659808	6.21713981909235	-4.88860446979348	6.01657058080928	-5.03388830993896	-7.65887378354363	-4.12492294879925	3.00078683538179	-0.2027700741253	-4.72593307382648	-0.504243385490496	-5.08949293006538	-4.2005269005102	5.94728579477897	3.22668812011313	4.51609563524039	-3.72571733916007	-0.516977694789993	2.39464337365015	3.51212922195355	2.46132191832459	3.82946265747369	6.64338724635342	4.32801459275386	"PENG_CRA001160"
"N2|myeloid"	"N2"	"myeloid"	"CONTROL_PANCREAS"	2.25107027771822	4.92902743909417	6.31058026019393	-5.26787511246482	5.72194634114642	-5.50867633578838	-7.88192091096625	-4.49666496867328	2.56660693340217	-0.353523142127766	-4.60968817892636	-1.45066160531249	-5.91547333295036	-4.79245330684771	6.87309392574498	3.73020289298772	4.95239745876175	-4.58602998107362	-0.424771043732533	1.21407363811647	3.24501628952783	2.88978266514711	4.71187226026162	6.79585334131935	4.98891538493643	"PENG_CRA001160"
"N2|nonmalignant_epithelial"	"N2"	"nonmalignant_epithelial"	"CONTROL_PANCREAS"	2.90151372780169	4.37368237995695	6.13845617076451	-4.28926497194611	6.34255766073081	-5.39431300206676	-8.34058643196987	-5.17081751083676	3.42550032088645	0.441393035878539	-5.87385846350496	-0.977082670924583	-5.55468610854743	-5.32181778968832	6.60258121936644	5.48869717416927	4.37314141843916	-4.86895412368747	-0.718444347968561	1.03767370726873	3.79313717921744	2.91994014303936	4.17942411109962	7.38452549769827	5.00447880439405	"PENG_CRA001160"
"N3|endothelial"	"N3"	"endothelial"	"CONTROL_PANCREAS"	4.09806076023318	4.80761108477835	6.11427091238822	-4.83299931044112	7.06869688687298	-5.86740671407158	-8.11822063725922	-4.64406579633466	2.88625992637533	0.0743602783428187	-6.19056849312485	-0.709219224767409	-6.14243113179729	-5.74517646990101	7.23348951274548	3.96506524043782	5.30414525592523	-4.6832935745084	-0.194919226814464	2.68313067710914	3.3276400873948	3.11071877484492	4.25656485087749	7.9247734366806	5.19195275314327	"PENG_CRA001160"
"N3|fibroblast_caf"	"N3"	"fibroblast_caf"	"CONTROL_PANCREAS"	3.38692245647172	4.14199106076351	5.64613652368029	-3.86141284562044	5.68945038632249	-4.4798174040961	-7.86117006936632	-3.84048041597734	2.74615965561936	-0.459638581065907	-5.32942607347246	-0.953145204297604	-3.95770366118896	-3.86702145927505	5.28781201501133	2.77539965982075	3.40328776344493	-3.29307284588425	-0.4117674986253	2.5795832504331	3.48250405791745	1.47584405408969	3.86925791825077	6.82121899881141	4.75642829597161	"PENG_CRA001160"
"N3|myeloid"	"N3"	"myeloid"	"CONTROL_PANCREAS"	2.03781188067827	3.61502646805077	5.31990490481682	-3.86415543917322	4.10596337772429	-4.63051606110015	-6.22951529514263	-3.46553739495928	1.86990144885322	-0.438090096824894	-4.03028979189241	-1.08424474128857	-4.68730448880252	-3.76573666232908	6.02877118282355	2.60134406201761	3.38635442094212	-3.16133826045228	-0.0242554513666603	0.993100114099155	1.49470343550644	2.35266159869042	3.26579504780962	5.79094554396528	3.75387315166135	"PENG_CRA001160"
"N3|nonmalignant_epithelial"	"N3"	"nonmalignant_epithelial"	"CONTROL_PANCREAS"	2.55616677492839	4.3278307033001	6.25375255577322	-4.07422147019284	5.93775418589655	-5.22027714384418	-8.36247313655138	-4.91415368808234	3.25752750270934	0.231530701597774	-5.87289493296689	-0.228811965839803	-5.85323528467478	-5.07043790239181	6.436183171144	5.54982560680496	3.92357719710246	-4.6923440050751	-1.27092939076478	1.16971380805956	3.65027788441528	2.74066548841141	3.88917512872795	7.62270467112988	5.57931106852554	"PENG_CRA001160"
"N4|endothelial"	"N4"	"endothelial"	"CONTROL_PANCREAS"	3.79352164343495	4.73420295741816	6.35529486578153	-5.18028443825436	7.769598862555	-6.40332432521768	-8.46177069973561	-4.92380166376515	3.4210932045178	0.47567836813948	-6.25161880041473	-0.778196462023657	-6.7477151717771	-5.64653819122541	7.38700085737676	4.34835770203717	5.46889420921085	-4.98553039795994	-0.35877937686327	1.79798910698582	3.57451064163232	3.52162308375757	4.75730935544549	7.7488910085481	5.36872041289513	"PENG_CRA001160"
"N4|fibroblast_caf"	"N4"	"fibroblast_caf"	"CONTROL_PANCREAS"	3.53080171934193	3.83102964351826	6.67790064009868	-4.95785874143052	6.49955130841039	-4.99750557763784	-8.22176184919522	-4.62096599584416	3.52876344671822	0.261283610892701	-5.40053331784124	-0.450063090434601	-5.529662364085	-4.42828598645516	6.3629732879603	3.72120280712277	4.37479536736515	-4.22000137140659	-0.516775436295728	2.9432395817687	3.86512730307308	2.16955967146077	3.38455944402837	7.65885567552787	5.04649553198657	"PENG_CRA001160"
"N4|nonmalignant_epithelial"	"N4"	"nonmalignant_epithelial"	"CONTROL_PANCREAS"	3.01885960102694	4.29503079956855	6.66152308650615	-4.31025887948487	6.60402461281283	-5.89639681950722	-9.03332355163123	-5.53351624417886	3.94198222189579	0.610651935647411	-6.38134657433043	-1.08799453022558	-6.09327837063199	-5.69801278731484	7.17054613824216	5.80002366837274	4.55937309362493	-5.51796321975492	-1.00822341934035	1.429452736171	3.94137183167951	3.36230223558653	4.39988186123828	8.31497659896846	5.70023710324208	"PENG_CRA001160"
"N5|endothelial"	"N5"	"endothelial"	"CONTROL_PANCREAS"	4.20064820408313	4.83578660595116	7.57996387782537	-5.11692982273068	8.62853345618321	-6.06629189824001	-8.80678085941283	-5.96698887085224	4.34168034942867	1.0021948651775	-8.25047085446424	-1.23673333182106	-7.45802806782377	-6.20808038006165	8.34235796003266	5.23185680756189	5.9418421915743	-5.34665917406901	-0.0676825157943285	2.06928280198816	3.28762251859116	3.50486988064604	4.60009328426819	8.27174565119062	5.60634564118418	"PENG_CRA001160"
"N5|fibroblast_caf"	"N5"	"fibroblast_caf"	"CONTROL_PANCREAS"	4.57350702114599	3.6598707769621	6.64472842730052	-4.79738394964713	7.09063903332031	-6.23485287321779	-7.76031871755573	-4.77126602740743	3.77905087906222	0.949466248276711	-6.48929059408055	-0.904455585465183	-5.24025403351395	-4.6327448608019	6.53221966062935	3.59565660115113	5.01946741647625	-4.58550520604675	-0.483155823211253	2.09171275220268	4.05145120509132	2.12467194435973	4.40808445702931	6.56412199601762	4.85863466772598	"PENG_CRA001160"
"N5|nonmalignant_epithelial"	"N5"	"nonmalignant_epithelial"	"CONTROL_PANCREAS"	3.96943070865216	4.59082626654026	7.00294685944903	-4.63516984876299	7.64275294455287	-6.90777278951438	-9.3583537468305	-6.08862177881767	4.15730708656403	0.35743552512276	-7.95633324442611	-1.1439234117177	-6.85052453902214	-6.29116704798241	7.59345855305898	6.41694813130962	4.82360425642548	-5.88567018280313	-0.608540099085704	1.37224611480468	3.69539901064715	3.9802367333157	4.48960545775427	8.59046039919977	6.03147896444525	"PENG_CRA001160"
"N6|endothelial"	"N6"	"endothelial"	"CONTROL_PANCREAS"	3.73981241071317	4.99655014066356	6.92068314250816	-5.12702792257358	8.09166568809709	-6.40156836520325	-8.66436054170673	-5.10334857526005	3.52865450613522	0.371269061288518	-6.8893308575914	-0.948553874625382	-6.59238449290442	-6.05711694149964	7.63410457262061	4.14266843930915	5.71465038547357	-5.19045854878428	-0.0775159176917874	1.7831803933014	3.44336438948478	3.44951974891286	4.75709568310003	8.07184145489777	5.5107679977964	"PENG_CRA001160"
"N6|fibroblast_caf"	"N6"	"fibroblast_caf"	"CONTROL_PANCREAS"	4.61011148388601	4.31601953609042	6.55300488017826	-5.00330068683692	6.99620215986462	-5.82083892065006	-8.43426560079204	-4.38950150307764	3.73307843748126	-0.0793641612742262	-6.14938942442793	-0.317876363479633	-4.9974800367102	-4.69276410651218	6.40044356232378	2.83726802126423	5.00922641222102	-4.41872596431487	-0.194763942532627	2.49496434218457	4.1773579131946	2.56431586941067	4.14862252472951	7.40812946063591	5.28898003723981	"PENG_CRA001160"
"N6|nonmalignant_epithelial"	"N6"	"nonmalignant_epithelial"	"CONTROL_PANCREAS"	3.22631462907299	4.32238005880392	6.78947006925518	-4.11103016695352	6.90892740308565	-5.68796128078855	-8.87187528218567	-5.50576771914842	3.65010511282764	0.65134811967581	-6.59266207602669	-1.18654423331535	-6.00967517230914	-5.58975006968043	7.08141988019816	6.22584175813934	4.77079723882709	-5.31735162765197	-0.676096295342893	1.39586387702858	3.99335381064057	3.24280108344716	4.537224951465	8.02297440714423	5.62582687067035	"PENG_CRA001160"
"N7|endothelial"	"N7"	"endothelial"	"CONTROL_PANCREAS"	3.94859869335463	4.53688030514176	7.02266326571394	-5.18675768560132	8.15141536626821	-6.31021991026058	-8.53238808760059	-5.43569565964618	3.70808994942751	0.40670504514752	-7.34751344318302	-1.1070303040052	-6.79836415155611	-5.70152191709458	7.627727861338	4.44022755863956	5.69800419314081	-4.88343799715572	-0.0351365577843094	1.83243226214642	3.27119051342486	3.03700449505822	4.70623733601801	7.95644092091967	5.2324767331229	"PENG_CRA001160"
