sample_id	patient_id	cell_type	tumor_control_status	BHLHE40	CTCFL	E2F6	ELF1	GRHL2	IRF3	JUNB	KLF1	KLF13	KLF9	MBD1	MBD2	MNT	MXI1	OTX2	SIX5	SNAI2	SNAPC4	TFAP4	TP63	ZBED1	ZBTB7A	ZNF24	ZNF384	ZNF740	dataset_id
T11|fibroblast_caf	T11	fibroblast_caf	PDAC_TUMOR	-6.44198792075596	3.77994852536732	-4.93326980843874	6.23772159925143	3.49107810473337	4.60900438678156	7.62962537707738	5.39261370724589	-4.5703047763235	6.14482033304357	-4.21773855701737	-0.282991708571733	-6.04377222920108	-8.25605887286811	2.29597259826917	3.33586854676377	-4.19764629350741	2.50388725397816	3.05770580740289	0.311917446828392	4.45778844646576	-5.30275111868347	-0.976411180875138	7.35240269060048	4.60575689860185	PENG_CRA001160
T11|malignant_epithelial	T11	malignant_epithelial	PDAC_TUMOR	-6.93690938929089	3.1638372661885	-5.96497536549127	6.4549986587261	6.39699284561173	4.95185221762797	7.13545560948341	5.79233515984765	-4.47610067822787	6.00165088391279	-4.92488284059562	0.00828621335257313	-6.07914922021748	-7.86158708271781	1.11671707881166	2.90576703805288	-5.99176999976141	2.57825052893847	3.55178383293301	0.719410756898381	4.51283413724821	-6.65259444403745	-1.37102095511974	7.17682559221055	5.26942804889263	PENG_CRA001160
T11|myeloid	T11	myeloid	PDAC_TUMOR	-7.28078090505831	2.90815290770365	-5.48068650540114	7.02215846511584	3.04408968923921	5.39736938923261	6.91338114097903	5.72501187877921	-4.60297496760559	5.64335423036956	-4.41289016854766	0.0699939902653897	-6.24605507408556	-7.84746558124234	1.535695216521	2.83854127503267	-4.95772501714626	2.66121159165206	2.53507379447764	-0.0567011570497971	4.77391799288651	-5.2568759389329	-1.60568482575735	6.84092685209271	4.40050866080394	PENG_CRA001160
T11|nonmalignant_epithelial	T11	nonmalignant_epithelial	PDAC_TUMOR	-6.6694064410459	2.39058408558045	-5.02341201057862	6.60747891724209	5.73200697001042	4.53069462507033	6.6910118126174	4.76487674817095	-3.94176392271033	5.94978216876269	-4.32454448726084	-0.875467905409441	-5.74958573307762	-8.14363098315825	1.19919043942531	2.99875915521308	-5.23698140397787	2.62902848997454	3.39716495760152	0.75006986920909	4.28566858679552	-5.76245817668597	-1.0755190823562	7.32686026149668	4.90478407222616	PENG_CRA001160
T12|B_cell	T12	B_cell	PDAC_TUMOR	-5.69166246480153	2.23039053925009	-4.71642330634017	5.78142749324932	1.81269181700566	6.31415187295513	5.65832426661696	4.66874169864008	-4.32095085343957	4.17204784681535	-5.14718380786007	-1.80328953609539	-4.7422814179075	-7.03060240269169	1.3607176545927	2.51581459322196	-3.40123229886327	3.7618554223887	1.78395298781378	0.20046104750024	5.49228429263695	-3.76764407434672	-0.927632169222489	6.93145837837076	4.7081486585192	PENG_CRA001160
T12|T_cell	T12	T_cell	PDAC_TUMOR	-6.20916724339633	2.64604979773754	-4.72370487774824	6.55107875154082	1.6924332485822	6.37900240583675	5.53934318542672	5.16484049116806	-4.28682150538792	4.84067862151515	-4.88421218676843	-1.15094727427304	-5.26899529848304	-7.06225071122629	1.28758600277093	2.6792235275544	-3.76520522367189	3.72735452569246	1.95175404435622	0.29164002003706	5.08913918122177	-3.75523190678361	-0.483318280212266	6.57207379993709	4.80375843270951	PENG_CRA001160
T12|endothelial	T12	endothelial	PDAC_TUMOR	-7.13606652614436	4.11691954610994	-5.42343009392234	7.4202604994137	3.74601075212257	4.96208352934186	6.93715850979851	5.67376437157232	-4.40339148589741	7.3881671429168	-4.70091843523399	-0.692366684058824	-6.71799305056947	-8.51444745484834	2.59959464422468	2.90016245269829	-4.92559322451236	3.52920048501208	3.3049294775604	0.706122305745596	4.61588653142437	-6.24664684215418	-1.19789802572349	7.64398276488248	5.29990611366604	PENG_CRA001160
T12|fibroblast_caf	T12	fibroblast_caf	PDAC_TUMOR	-6.00256319034351	3.90203388979257	-4.77489595911841	6.28210009062688	2.09469865814124	4.96235187249645	6.74517577769858	5.38668149322867	-4.44619351544987	6.31911532529115	-4.33486908045991	-0.550652638610905	-6.10716607510299	-8.41198332228651	2.70202448391064	3.15741310643059	-4.03572677420529	2.58377119516699	2.45619436856955	0.594431118867134	4.52139516232156	-5.44761693688316	-0.90073053926254	7.44561685989933	5.06274746360322	PENG_CRA001160
T12|malignant_epithelial	T12	malignant_epithelial	PDAC_TUMOR	-7.15385398500248	2.82998674149376	-5.81088737103198	7.10186245517794	7.0909578894787	4.77356408534366	6.75245794505894	5.41704354292808	-4.12225935678358	6.36166061193019	-4.79031090808554	-0.995073858830973	-6.13289419212669	-8.3362815885675	0.868321506176713	2.52644417137996	-5.78459872286649	2.80458185323172	3.91789702200804	1.32968819411466	4.47443008388433	-7.35822347616823	-2.00638780603338	7.62249769507722	5.67652833654841	PENG_CRA001160
T12|myeloid	T12	myeloid	PDAC_TUMOR	-7.29484113076513	2.95019605118946	-5.35537912453543	6.99967394599547	2.9871658573205	5.58685105323204	6.74022131787704	5.76056025472004	-4.57245719765109	5.78493181580506	-4.73745114327932	-0.671733241101199	-6.19042341279437	-7.84101427080329	1.55117158028774	2.52455640200562	-4.7756205808827	3.17029238914808	2.44982477899936	0.285955600219066	4.87617636561651	-4.93468546184677	-1.40157859486654	7.35192649168049	4.74206418158639	PENG_CRA001160
T12|nonmalignant_epithelial	T12	nonmalignant_epithelial	PDAC_TUMOR	-6.79621772934423	3.57050954796215	-5.88089720826408	6.75873284324002	6.36752873632583	4.81704498259489	6.81233009374719	5.33958929019912	-3.94800936907613	6.18289545655625	-4.56392064784498	-0.869250055847324	-6.02099243837177	-8.4408157601936	1.61046313102755	3.16856493870267	-5.51713361952264	2.51440665256062	3.69592550569755	1.10799049764502	4.54419277826076	-6.84874767041922	-1.12181925228522	7.5913798961456	5.19795807385051	PENG_CRA001160
T13|T_cell	T13	T_cell	PDAC_TUMOR	-6.06014461357055	2.17250608428282	-4.85637656088514	6.71747102230054	2.42328227089672	5.43553671628718	5.6852914534455	4.57476894782943	-3.51383682785772	4.37154392472851	-4.62901158757584	-0.655624507785773	-5.02109406371043	-6.78885836473252	1.22047395208855	2.11073017532327	-3.24850869678054	2.72405192771644	1.69568859348265	-0.58429974023013	4.19636025487877	-3.81356650096615	-0.246185988635865	6.01729901729734	4.26560800610728	PENG_CRA001160
T13|endothelial	T13	endothelial	PDAC_TUMOR	-7.41286789425353	4.45416967265738	-5.85747516605526	7.79155733884239	4.57086741251613	4.96444422312824	7.10576009324213	5.94496739561992	-5.00840829054856	8.35050129802999	-5.19971422505614	0.128249874430951	-7.15768324877455	-8.56482255014983	2.36537478098036	3.35112127464803	-5.52201364612834	3.57811941144517	3.78564763684804	0.693364366449039	4.82184622459214	-6.78770570673702	-1.16546592966742	8.00369473910279	5.61062884004043	PENG_CRA001160
T13|fibroblast_caf	T13	fibroblast_caf	PDAC_TUMOR	-5.85415683216501	4.04763389768235	-4.6876646111861	6.34425359501249	3.56660022426203	4.95045331170649	6.83548002166135	5.48881763905075	-4.96574078505469	6.80592990767721	-4.42053894951713	-0.0704870612830113	-5.92504220568421	-8.3535476918645	2.42763402215031	3.59996086629612	-4.6424076351441	2.83911968350283	3.43934526393303	0.554434227957157	4.29758825662034	-5.57903831181921	-0.840568430351616	7.41054434731752	4.84135387526078	PENG_CRA001160
T13|malignant_epithelial	T13	malignant_epithelial	PDAC_TUMOR	-6.77781332531682	3.4202498424442	-6.08635850025854	7.00962312207349	7.07750661633421	4.62121943909753	7.42160249041411	5.54510965871742	-4.71454665810729	7.11996629980766	-4.81162327711394	-0.963604722936522	-6.35271426259263	-8.48458428791655	1.46193357696291	2.73872137485275	-6.20527358496933	2.63972762867058	3.84091931955307	1.67124697514378	4.58603773944788	-7.08709351513766	-1.55829202362253	7.38981022303878	5.21121354464354	PENG_CRA001160
T13|myeloid	T13	myeloid	PDAC_TUMOR	-6.60010701638455	2.74224669361182	-5.50409170368671	7.18310953888319	3.97323118416519	5.56110235330066	6.3184759335673	5.43963440229815	-5.10072101134501	6.08475367232355	-4.74359818215004	-0.764104763532054	-6.01403842616116	-7.9069253127795	1.40939471383595	2.63198298664843	-5.17959818616571	3.06012926302367	2.83214913156897	-0.0518490085422478	5.0692592680371	-5.25400164352908	-1.31662720874737	7.19011917134273	4.84264151564853	PENG_CRA001160
T13|nonmalignant_epithelial	T13	nonmalignant_epithelial	PDAC_TUMOR	-6.43813394723226	3.66495284908655	-5.87922113955743	7.24748091622837	6.49177785754364	4.83320390010344	6.9346364431542	5.39982203081312	-4.52150447972035	7.13087454697743	-5.06749622823938	-0.691326184904131	-6.12075540027032	-8.72143988038604	1.44587139344142	3.43550915214656	-5.82955461431437	3.16886520278182	4.0327993440744	1.11171990308365	4.64225317201561	-7.11938870080599	-1.30792862724944	8.0645404534949	5.43021487929368	PENG_CRA001160
T14|endothelial	T14	endothelial	PDAC_TUMOR	-6.67131282991449	3.91616466049381	-5.76703719891435	7.81625547535348	5.52452599183536	4.89510126975162	7.21348214816999	6.0482213903835	-4.77437261761589	8.39090006439732	-5.03156859678806	0.000314886524070312	-6.88589310961816	-8.40128681713259	2.12746134382106	2.82714967751071	-6.15708649037491	3.51637183250912	3.69424111176542	1.3377062260129	4.58960356122786	-6.47550523094364	-1.5309563658125	8.00176232980447	4.88803356153577	PENG_CRA001160
T14|fibroblast_caf	T14	fibroblast_caf	PDAC_TUMOR	-5.97469596166164	3.63467043608736	-4.82920711908269	5.98875122830033	4.42021270655883	4.766035026605	7.06001636973094	5.68398964540915	-4.93918635475507	6.96721726453332	-4.53849925693296	-0.19212371392158	-5.94058766719167	-8.21487800505649	2.42443779335986	3.5496306125573	-4.94936394125656	2.75883408682655	3.08173386278607	0.973947789949347	4.41446220146755	-6.05837311061482	-1.1907317015831	7.15035865861719	4.67342379598403	PENG_CRA001160
T14|malignant_epithelial	T14	malignant_epithelial	PDAC_TUMOR	-6.69384802774345	3.35934788163863	-6.06736720402823	7.12564077087973	7.2742223538724	4.79886380907931	6.92688650584524	5.94807873498288	-4.39978592326126	6.9129160438466	-5.27796536347618	-0.61595593879917	-6.09363738464425	-8.43107231132952	0.770230170658149	2.74945363581544	-6.56727440925914	2.72886250310108	3.5974445320715	1.0534718773748	4.69617439875264	-7.71735114957251	-1.92400072966186	7.77457373679475	5.28419980604368	PENG_CRA001160
T14|myeloid	T14	myeloid	PDAC_TUMOR	-7.1637930376542	2.54464273648652	-5.25873038450272	7.70187870820456	4.14378060890262	5.19378393095338	6.26309470051941	5.60018482136849	-4.48648119174541	6.0232925963582	-4.9773299537967	-0.380520490061952	-6.22145515075341	-7.61307507592341	1.22258494437252	2.65797058388459	-5.53402687367644	3.20942340733338	2.42678944365702	0.607642961479135	5.1167819936806	-5.59712395360846	-1.88182656885219	7.15538784500184	4.70389202248843	PENG_CRA001160
T15|B_cell	T15	B_cell	PDAC_TUMOR	-5.72214551492897	2.88870842524863	-4.80823555517066	6.12491975378948	2.37045687534196	6.25655020346196	6.18716987732003	4.69185411983638	-4.71086238882505	5.18677114255462	-5.25965652337121	-1.12464611622975	-4.93516137710038	-7.21582605104897	1.4215340778137	3.11354513772969	-4.49471946263571	3.4138270891609	2.22005026320994	0.28096301782085	5.28526132568443	-4.61612469443716	-0.856765336081429	7.12929666229389	4.91119967471577	PENG_CRA001160
T15|T_cell	T15	T_cell	PDAC_TUMOR	-6.3816215770018	2.50117531758907	-5.17720968269209	6.79406642349616	2.74769546754075	6.05849032542692	5.94846986082254	5.15597277761643	-4.9348314373814	5.67101898759907	-5.24079045070887	-1.03906590120448	-4.90699558383989	-7.3901290310167	1.39390602434752	2.93469704098146	-4.48099602889103	3.4225271522963	2.57453315939611	0.414154089675151	4.85991153997101	-5.03910668452317	-0.801758073125062	6.59253719344038	4.79296077556925	PENG_CRA001160
T15|endothelial	T15	endothelial	PDAC_TUMOR	-7.5527938031111	4.89305324263057	-5.87778662858532	7.98476218930106	4.36436398633903	4.76591648017116	7.25622873178834	5.89858485319532	-5.3222977585483	8.63491838890141	-5.12951432551141	-0.0607809722265962	-7.40407557369555	-8.8186089962845	2.76008267829655	3.19240177028396	-5.78609580491866	3.46454044865455	3.81424892523094	1.07071116770314	4.88295315667954	-7.35598881390455	-1.43934155074153	8.30972673783636	5.67316524774072	PENG_CRA001160
T15|fibroblast_caf	T15	fibroblast_caf	PDAC_TUMOR	-6.09648843009435	4.62367558599934	-5.05281996985856	6.66464818295389	3.59902058795559	4.97562298275391	7.19642301315274	5.82426547483891	-5.44209141774403	7.27499960068627	-4.43466380941647	-0.0462177510115942	-6.48520479117097	-8.63260331788594	2.54107933225312	3.40692247579854	-5.10427970102137	2.89486102580865	3.56016215406972	0.579774338949969	4.52800629043675	-6.31455648481519	-1.02559850119619	7.7181474275587	5.15981232069367	PENG_CRA001160
T15|malignant_epithelial	T15	malignant_epithelial	PDAC_TUMOR	-7.3223197033144	3.9150078441325	-6.13389371095357	6.94358886710512	7.00514568682625	4.88258828421862	6.79470141906272	5.59228295688902	-4.48663861682017	7.51928267898414	-4.86478201807367	-0.627448390620345	-6.80700589852873	-8.72379103157412	1.41494782186789	3.1141995090182	-6.58608344136193	2.44989511447635	4.07036526023133	1.33195759858225	4.99117835979006	-7.57371511557766	-1.57565290471402	7.46698843598753	5.37386901923229	PENG_CRA001160
T15|myeloid	T15	myeloid	PDAC_TUMOR	-6.65263306683529	2.6265059602052	-5.15301000646997	7.1028896944409	3.53356825447328	5.63533364419697	6.67909316451182	5.37766458298445	-4.8699078883916	6.29198306708927	-4.90492887027962	-1.0744495650208	-6.46296300907732	-7.9229127428648	1.83627688647441	2.61755368726472	-5.02226138230604	2.83007236282043	2.58515685605164	-0.191963508720848	4.88072050229594	-5.32300032135125	-1.44258287757259	7.27610480829435	4.99360908105963	PENG_CRA001160
T15|nonmalignant_epithelial	T15	nonmalignant_epithelial	PDAC_TUMOR	-6.11220239142968	3.24257106887312	-5.65081922327748	6.76475485307401	5.79448335631127	4.93029415268207	6.57665716592031	5.05114951981299	-4.64296678656689	7.08168160802639	-4.92286280167011	-0.72743320584559	-6.01498668003897	-8.52964616732006	1.46417341582272	3.77615767328425	-5.62155195154378	3.06138181281777	3.89999049798442	0.901953204673696	4.27378533508112	-7.29045052110275	-1.1828046753673	7.63582524348541	5.37686847350048	PENG_CRA001160
T16|T_cell	T16	T_cell	PDAC_TUMOR	-6.45936838892229	2.53679391874484	-4.92293269010601	6.75515371751166	2.87499509499161	5.72083328525016	6.00827675089298	5.04061663142617	-4.40740324726737	5.30881215835286	-4.48482366132346	-1.00569473085137	-4.96957436419842	-7.4081782419895	1.82179147654534	2.02630728137698	-4.23448984863069	2.66691008573322	1.68605582894987	0.635604746769777	4.82292082459136	-4.22595154765109	-0.734896181785517	6.38453315363083	4.05633947841197	PENG_CRA001160
T16|endothelial	T16	endothelial	PDAC_TUMOR	-7.65891867754258	4.42567560996124	-5.80081570027805	7.75654185509317	4.21180789477777	4.78600895044241	7.71097023640914	6.17549219422719	-4.97147570066218	8.06196490111911	-4.7706095434645	0.13669271867789	-7.10518218276881	-8.66602680684814	2.5736289068193	2.80733507992652	-5.55984221612069	3.15395511385274	3.66603789138766	1.60306650675428	4.88392247483596	-6.17946835269509	-1.44969687670883	7.79399842369999	5.1251026075805	PENG_CRA001160
T16|fibroblast_caf	T16	fibroblast_caf	PDAC_TUMOR	-6.57626691059974	4.13015248357499	-5.26424411264409	6.7217898564897	3.79859758305873	4.79926914394535	7.80205483418551	5.46808494689744	-5.05511387494181	6.7477266582052	-4.03823658449036	-0.317429382619279	-6.27059494384637	-8.4847705954744	2.67547648753925	2.93638082754378	-4.83252803789819	2.47989836859211	3.41412413583058	1.05987283684573	4.44909833197552	-5.39757929961533	-1.39767017649756	7.26032257454819	4.47645186157658	PENG_CRA001160
T16|malignant_epithelial	T16	malignant_epithelial	PDAC_TUMOR	-7.1058561404593	4.12298908718755	-6.02423622512414	6.4741893026422	7.09719644665863	5.4282206371067	7.58517048061902	5.96586232455971	-5.4194495493729	6.97220082925531	-4.7789095940643	0.19307151561113	-6.58854931271773	-8.84056498305199	1.13744519864306	3.21263383906415	-6.45028468293433	3.00094226313521	3.6871220121471	2.03154252370604	4.82102326737763	-6.75366500534735	-2.08229403302774	7.27204149598221	5.42940684869231	PENG_CRA001160
T16|myeloid	T16	myeloid	PDAC_TUMOR	-6.95468080298266	2.58284059853974	-5.41075768838775	6.97423327973193	3.67288529313819	5.69650441137287	6.82507025505808	5.21938129243681	-4.71367314967809	5.67657438836933	-4.28791041017506	-1.11052863616041	-5.99446415917454	-7.69674194493106	1.78450902180267	2.75924717200185	-5.04842777626784	2.72383576982775	2.8363757281513	0.648659179814527	4.9729545495627	-4.73048808911086	-1.62503091145773	6.84269690273145	4.4234276934427	PENG_CRA001160
T16|nonmalignant_epithelial	T16	nonmalignant_epithelial	PDAC_TUMOR	-6.6786887185924	3.2386456555351	-5.99719466435334	6.85279773096059	6.02871559658417	4.81682450303148	6.66481280723759	5.29069115615796	-4.62947088090887	6.69013212898689	-4.48511239934969	-1.06938592437597	-5.96524243706117	-8.36129758762169	1.43274678757	3.23349498858902	-5.61511833610194	2.88457515065205	4.03012784196736	1.10804440702408	4.21473332014313	-6.0080041290745	-1.05946460888063	7.31129072950979	5.06717047332325	PENG_CRA001160
T17|T_cell	T17	T_cell	PDAC_TUMOR	-6.41534962304986	2.123587970725	-4.50130781494349	6.67177955154641	3.29168566601659	5.66260224642953	4.66853201905801	4.10227376100917	-4.27429603111614	4.30538450895137	-3.89014179979886	-0.466396177028283	-4.74478627300149	-6.49203944083856	1.15129341401285	2.31560195726758	-4.11207991839123	1.66965970213657	1.3804391302962	0.178607154318329	4.77958911513295	-3.83610632783125	-0.756648565093957	6.22017958114294	3.78409046071011	PENG_CRA001160
T17|endothelial	T17	endothelial	PDAC_TUMOR	-6.74384557324346	3.78807114414876	-5.60792542795039	7.41624122833919	3.95458397369228	4.76270761104227	6.87575611070259	5.56398608717902	-5.02115944493514	7.66226683453634	-4.61830696935078	-0.236612064716905	-6.59806824901172	-8.28438564342287	2.10234852788904	2.94534417150407	-5.23005321047372	3.13127567157957	3.15066545298108	0.775877197227859	4.63183601481109	-6.30470740811491	-1.32665052993836	7.33617316770492	5.0115199835796	PENG_CRA001160
T17|fibroblast_caf	T17	fibroblast_caf	PDAC_TUMOR	-6.32215000664183	3.4595272673969	-4.8624137911578	6.29223469863032	3.95406716691183	4.60592517455957	7.33109056511558	4.90643397902343	-4.99393479980396	6.57567646842087	-4.07078878023416	-0.683852248744138	-6.09114367100295	-8.28003808931538	2.39967815558105	3.08444000699714	-4.84303529510159	2.22616632716932	3.27265201225296	0.748900018359757	4.47238904763854	-5.51694203979024	-1.33814224910845	7.38294831038636	4.54306074149288	PENG_CRA001160
T17|malignant_epithelial	T17	malignant_epithelial	PDAC_TUMOR	-6.7204131178908	2.96272136290671	-6.03460966109856	6.46270577911283	6.45554952655613	5.64295465442052	6.6302859013806	4.96064822266203	-4.85607411857621	6.28864184309231	-4.88160257218789	-0.750825940280575	-6.09247981011115	-7.7974670574695	0.813615868177332	3.17547665294742	-5.70748520038758	2.59423826655778	3.46766927971688	0.966787381889088	4.70942564142724	-6.56203154237609	-1.8101862075477	7.25052260389183	5.17999356779222	PENG_CRA001160
T17|myeloid	T17	myeloid	PDAC_TUMOR	-7.19552228706141	1.88781549285959	-5.51865264742838	7.19424570721296	3.77061488927096	5.49245040641186	6.5264832950313	5.31121165728008	-4.68627252450833	5.59993438903541	-4.35259017667298	-1.39185523847152	-5.84351665660082	-7.68316032072832	1.47514662717358	2.56929870083827	-4.97718442907598	2.6993581105919	2.49184780402138	0.116091720317447	4.74341836959782	-5.0154609895489	-1.64307507335148	6.9438534671098	4.52051183539461	PENG_CRA001160
T18|endothelial	T18	endothelial	PDAC_TUMOR	-7.80001327946993	4.3493937211281	-6.33732791981876	8.46799231682433	4.99585343167252	4.69191978023406	7.45305473045253	6.27436425038006	-4.90205507740524	8.80634624047354	-5.05355422004851	0.247032633195445	-7.71486128968771	-8.89581152817815	2.60134810233327	2.90606534889757	-6.02663000514864	3.39519363369839	4.01990957576035	1.32091051987755	4.91629045363078	-6.99311955814998	-1.5631092296602	8.4055012682647	5.62399185904833	PENG_CRA001160
T18|fibroblast_caf	T18	fibroblast_caf	PDAC_TUMOR	-6.17420698808809	3.77142754444217	-4.75363724514038	6.52007330621125	3.94384773909962	4.42451975847939	7.39214511171405	5.31941707210671	-4.78882256208046	6.37658198771775	-4.0615967137493	-0.180598277982893	-5.87579292135223	-8.31053747326385	2.67850619471137	3.06171198719915	-4.93172786549022	2.59433180889698	3.21906412381307	0.560887156062755	4.47180884570986	-5.78391627680736	-0.94662492150703	7.26841586236465	4.85933329077986	PENG_CRA001160
T18|malignant_epithelial	T18	malignant_epithelial	PDAC_TUMOR	-7.053568236363	3.34466474983832	-6.10193791446312	6.91899639621994	6.24703551345437	5.19088342444739	6.29163034383724	5.24556986537361	-4.28999981232421	5.48199234005415	-5.04317286210878	-0.588106282740315	-6.17599237049135	-8.13395737753151	0.739210959318405	2.83397671007499	-6.36510594383342	2.78570827482932	3.51142067138822	0.825914472599771	4.7264141298349	-6.75854328967243	-1.57786125861504	7.56095407289673	5.55525429866489	PENG_CRA001160
T18|myeloid	T18	myeloid	PDAC_TUMOR	-6.65969390385779	1.8704988644699	-4.66618768274442	6.79461595376398	3.01842552404269	4.19206617788006	5.00031851033132	4.80740586987391	-3.6591424786499	5.05224954183849	-4.12600259285067	-0.0830265923166817	-5.7133881354207	-6.74271295063742	1.1331599763075	1.89283245706819	-4.44834868752689	2.39360919836876	1.71513500442939	0.495659502083911	4.60841975689671	-4.94940301318759	-0.911079737684559	5.92144460501256	4.0504256113505	PENG_CRA001160
T19|T_cell	T19	T_cell	PDAC_TUMOR	-7.25828427080405	2.72670036240485	-5.22053651996505	6.88427433595446	2.88631559518	5.98357940536122	6.26499320118174	5.73414178420872	-4.94114023448595	5.34844639533369	-4.63368016306546	-0.700268140217304	-5.33046811904084	-7.5348831138481	1.52421231748621	2.54945893858841	-4.79357834193991	3.03606913345468	2.59573543826648	0.756860748440147	5.12677907617789	-4.83341783813447	-1.36335696237217	6.67089735582777	4.33379111733922	PENG_CRA001160
T19|endothelial	T19	endothelial	PDAC_TUMOR	-7.72913814814981	4.0991476198639	-5.63048018648196	7.83461039046957	4.17908714265952	4.84913977606704	7.44046812030634	5.89857170385149	-4.9645532585934	7.6407438166649	-4.8023401203199	-0.342976485887347	-7.00466499237891	-8.46469484658742	2.48201227526876	2.86377857201893	-5.59050055068191	2.75621650446842	3.46946818732526	1.39606773977406	4.93233339545052	-6.33148166957399	-1.64669375399314	7.96065925846608	5.19213552105016	PENG_CRA001160
T19|fibroblast_caf	T19	fibroblast_caf	PDAC_TUMOR	-6.42227265930612	4.05938345157955	-4.92011244587041	6.60974642240146	2.93894532846509	4.90961798495318	6.92639763048033	5.38710522866293	-5.00629725222573	6.38023298607051	-4.13424130457844	-0.128513905130281	-5.94065097041612	-8.25772887824243	2.73642588951219	3.01979328044748	-4.61980811381467	2.43186067290271	2.91349817347272	0.610972001159661	4.47403678557178	-5.6814603694524	-1.32977127455118	7.31865285857356	4.88024568854593	PENG_CRA001160
T19|malignant_epithelial	T19	malignant_epithelial	PDAC_TUMOR	-7.32337056864826	3.00611315919339	-5.64685935937711	7.07977312384664	6.63181219189222	5.28033506045853	7.01501032862558	5.41986812967709	-4.83624966832048	6.19246390086655	-4.85553289380526	-0.28197507196872	-6.30091230481335	-8.39371694548646	1.21951566325878	2.88222944142159	-6.39307098484924	2.60259306773764	3.4988950349128	1.73994432096785	4.74914365106286	-7.04531232852868	-2.2694192420032	7.13391452281709	5.43162299961821	PENG_CRA001160
T19|myeloid	T19	myeloid	PDAC_TUMOR	-6.90226211526672	2.73942549980494	-5.03820340980091	6.99985133820801	3.16696881287594	5.83126924571623	6.3469932935143	5.35741984496848	-4.86957291731194	5.34997981410369	-4.37091233485478	-0.745312685997806	-5.57052948848328	-7.53470423835308	1.26340861198985	2.5293352755737	-4.86692679342247	2.65017922130983	2.32022570852616	0.411270981204185	4.89856012868019	-4.63207970940188	-2.1175605952782	6.68303367542926	4.5104881073612	PENG_CRA001160
T19|nonmalignant_epithelial	T19	nonmalignant_epithelial	PDAC_TUMOR	-6.87028233477894	2.9584160607754	-5.0141290113652	6.68662829424535	5.42223563706941	4.50414327062704	6.62415653476285	4.88070673657751	-4.41854071464963	6.24608595938835	-4.5002083012393	-0.674745899018594	-5.86010014167079	-8.1480999474382	1.55353315964859	2.78390154727371	-5.40273184065194	2.4525225155112	3.47492289175073	0.734758231068418	4.32634366308132	-6.21916202090107	-1.19450746588993	7.48769118966061	5.02110428772919	PENG_CRA001160
T1|T_cell	T1	T_cell	PDAC_TUMOR	-6.31800021451033	3.46077798771839	-4.61478996800976	6.45113088201805	3.84479957286745	4.8577174360718	5.43803016757985	5.16010719737738	-4.02358073728911	5.15709651736539	-3.48225325513474	-0.93520595608474	-5.02626406667723	-5.89976014851193	0.877248782295025	1.64855770748702	-4.12324278839098	3.35300227726347	2.09848428894601	0.421757745397223	5.67518443515771	-5.34127665411676	-1.23048134095629	6.06062496463971	4.27887322145522	PENG_CRA001160
T1|endothelial	T1	endothelial	PDAC_TUMOR	-8.00431803376714	4.19520795205693	-6.01826901380784	8.24213479655875	4.93827025598116	5.06462593145776	7.64213394138479	6.60847206350074	-5.04537135161398	8.21219105915048	-4.85224897564632	0.0983157639210704	-7.20317619506144	-8.51629346958507	2.15634258988702	3.07382470084597	-5.66218173237774	3.20868756531756	3.77257750230914	1.24069325606133	5.01163164025668	-6.73066674489894	-1.51157457767186	7.73167983547623	5.59500056546365	PENG_CRA001160
T1|fibroblast_caf	T1	fibroblast_caf	PDAC_TUMOR	-6.63591429616375	4.23016239772521	-5.08904346455249	6.86585748696234	3.63382293068446	5.15276837231792	7.00231492611248	6.06804294032308	-4.98124797726819	6.92965094258121	-4.32030192604628	-0.249913064359033	-6.19754794135849	-8.58676469714364	2.80189911362622	3.1441314514065	-5.07662539487994	2.20574190035273	3.25228623370103	0.823596149659673	4.67211362179117	-6.20344434757135	-1.26468572051274	7.04563073161903	5.18028316074	PENG_CRA001160
T1|malignant_epithelial	T1	malignant_epithelial	PDAC_TUMOR	-7.55027186061819	3.63478634137057	-6.24318881273481	7.49872385915901	7.39338040546373	5.229904609565	7.38815728898474	6.24445107405892	-4.87557109321295	7.29100612736319	-5.09477989150984	-0.265037603533995	-6.90431125769192	-8.87860280905127	1.35450650019058	2.84219432648263	-6.84016693522815	2.80876435127203	3.90731346717514	1.41455660025678	4.96572449100638	-8.27306171576194	-1.40451931634029	7.75103039899456	5.7782142959023	PENG_CRA001160
T1|myeloid	T1	myeloid	PDAC_TUMOR	-7.14980946832943	2.87879260535156	-5.65038721443843	7.71483658153676	3.04022354142322	5.04020299398897	6.34055626934036	6.18736813400937	-4.87327586079196	6.61580277145702	-4.3784250796876	-0.213924975285588	-6.28009848402626	-8.18583416330519	1.45540023112764	2.90869475930348	-5.64229233507284	3.00950730925094	2.41339289597388	0.797585659464716	5.08080901814687	-5.62815142838012	-1.69859346324739	6.85226859131207	4.83827815496627	PENG_CRA001160
