sample_id	patient_id	cell_type	tumor_control_status	dataset_id	moffitt50_basal_score	moffitt50_classical_score	moffitt50_contrast	moffitt49_no_LEMD1_contrast	purist_probability
T4|myeloid	T4	myeloid	PDAC_TUMOR	PENG_CRA001160	-0.0475575153653545	0.427007703732755	-0.474565219098109	-0.471222330040936	0.00277037049485031
T5|T_cell	T5	T_cell	PDAC_TUMOR	PENG_CRA001160	-0.376843707761978	-0.0684915216362978	-0.30835218612568	-0.281003022797459	0.0132554814270988
T5|endothelial	T5	endothelial	PDAC_TUMOR	PENG_CRA001160	-0.252523338558913	-0.0413175061458873	-0.211205832413026	-0.237218676865923	0.0328945674191934
T5|fibroblast_caf	T5	fibroblast_caf	PDAC_TUMOR	PENG_CRA001160	-0.085711882248871	-0.212375644761453	0.126663762512582	0.135999619688785	0.0132554814270988
T5|malignant_epithelial	T5	malignant_epithelial	PDAC_TUMOR	PENG_CRA001160	1.39559328352401	1.34757207381192	0.0480212097120896	0.0227255163013078	0.0328945674191934
T5|myeloid	T5	myeloid	PDAC_TUMOR	PENG_CRA001160	0.015930136219318	-0.117508755741027	0.133438891960345	0.107654968459076	0.0328945674191934
T5|nonmalignant_epithelial	T5	nonmalignant_epithelial	PDAC_TUMOR	PENG_CRA001160	0.0506342661185211	0.189148677104155	-0.138514410985634	-0.142143320837518	0.0132554814270988
T6|T_cell	T6	T_cell	PDAC_TUMOR	PENG_CRA001160	-0.260205612014291	-0.218443002272636	-0.0417626097416547	-0.00934222485918626	0.0332463088394741
T6|endothelial	T6	endothelial	PDAC_TUMOR	PENG_CRA001160	-0.100081947083926	0.161550630087811	-0.261632577171737	-0.285207329934689	0.303645070176166
T6|fibroblast_caf	T6	fibroblast_caf	PDAC_TUMOR	PENG_CRA001160	-0.171128803235727	-0.126636061435125	-0.044492741800602	-0.0810993159543502	0.0112174925625817
T6|malignant_epithelial	T6	malignant_epithelial	PDAC_TUMOR	PENG_CRA001160	1.77516890479908	1.77491921793842	0.000249686860667842	-0.0404916951126177	0.296295762000229
T6|myeloid	T6	myeloid	PDAC_TUMOR	PENG_CRA001160	0.251043820940215	-0.0467713411762295	0.297815162116444	0.273953981027406	0.0795849283902631
T6|nonmalignant_epithelial	T6	nonmalignant_epithelial	PDAC_TUMOR	PENG_CRA001160	0.131774316799723	0.243138739951234	-0.111364423151511	-0.144210095107676	0.0795849283902631
T7|endothelial	T7	endothelial	PDAC_TUMOR	PENG_CRA001160	-0.130018502488843	0.150647685487332	-0.280666187976175	-0.308352590568967	0.0340263937792707
T7|fibroblast_caf	T7	fibroblast_caf	PDAC_TUMOR	PENG_CRA001160	-0.135404556437375	0.0669637404037857	-0.202368296841161	-0.208699538035615	0.00275109878201431
T7|malignant_epithelial	T7	malignant_epithelial	PDAC_TUMOR	PENG_CRA001160	1.54167442828997	1.9149896846737	-0.373315256383725	-0.398113205517415	0.006936481298717
T7|myeloid	T7	myeloid	PDAC_TUMOR	PENG_CRA001160	0.0141834862839541	-0.144406392796433	0.158589879080387	0.140950899210087	0.001095990682655
T7|nonmalignant_epithelial	T7	nonmalignant_epithelial	PDAC_TUMOR	PENG_CRA001160	0.047186494363146	0.3308183598314	-0.283631865468254	-0.255297361743471	0.006936481298717
T8|T_cell	T8	T_cell	PDAC_TUMOR	PENG_CRA001160	0.765910053671983	-0.207195638639355	0.973105692311338	0.989955460790636	0.0505461569199547
T8|endothelial	T8	endothelial	PDAC_TUMOR	PENG_CRA001160	0.225964122492201	-0.401782360559609	0.62774648305181	0.681304682478039	0.0795849283902631
T8|fibroblast_caf	T8	fibroblast_caf	PDAC_TUMOR	PENG_CRA001160	0.0830217643216781	-0.587060615806441	0.670082380128119	0.717425694416499	0.234154374180203
T8|malignant_epithelial	T8	malignant_epithelial	PDAC_TUMOR	PENG_CRA001160	2.37549656344562	0.890526392043361	1.48497017140226	1.53144069236903	0.762058775749569
T8|myeloid	T8	myeloid	PDAC_TUMOR	PENG_CRA001160	0.630019424210266	-0.334673246960035	0.964692671170301	1.00642333877017	0.303645070176166
T9|fibroblast_caf	T9	fibroblast_caf	PDAC_TUMOR	PENG_CRA001160	0.463925588099192	-0.615082541283286	1.07900812938248	1.08409946252534	0.427269576546905
T9|malignant_epithelial	T9	malignant_epithelial	PDAC_TUMOR	PENG_CRA001160	1.88885643311012	0.229514081026787	1.65934235208333	1.67676847532045	0.427269576546905
T9|myeloid	T9	myeloid	PDAC_TUMOR	PENG_CRA001160	0.502800250902203	-0.473585780020355	0.976386030922558	1.01765492522917	0.427269576546905
T9|nonmalignant_epithelial	T9	nonmalignant_epithelial	PDAC_TUMOR	PENG_CRA001160	0.4135059318321	-0.233583776553606	0.647089708385705	0.641327752519551	0.0487997229988
