dataset_id	cells	patients	tumor_patients	control_patients	expression_matrix_orientation	expression_value_type	duplicated_gene_symbols	duplicated_cells	missing_patient_assignments	median_genes_per_cell	median_library_size	median_mitochondrial_fraction	cell_annotation_completeness	patient_independence_status	treatment_status	qc_decision
PENG_CRA001160	57530	35	24	11	genes_by_cells	processed raw UMI/count matrix from official count-matrix.txt	2	0	0	2203.0	6454.0	0.045769637760991244	1.0	patient_id retained; primary analyses use patient-level pseudobulk	treatment-naive tumors per corrected Phase 9A records	PASS_NO_REFILTERING
