feature_name	feature_family	composition_covariate	eligible_patients	coefficient	confidence_interval_low	confidence_interval_high	p_value	model_diagnostics	q_value	dataset_id	localization_interpretation
HALLMARK_PROTEIN_SECRETION	Hallmark	myeloid_fraction	35	0.0264926373157705	-0.028025233996495	0.081010508628036	0.347793249951818	HC3_OLS; residual_sd=0.01255	0.695586499903636	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
HALLMARK_SPERMATOGENESIS	Hallmark	myeloid_fraction	35	0.0329691914563177	-0.144407007610285	0.21034539052292	0.717951896122007	HC3_OLS; residual_sd=0.01292	0.717951896122007	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEblack	WGCNA-module	myeloid_fraction	35	0.146696935281759	0.073186742642184	0.220207127921334	0.000432389065416162	HC3_OLS; residual_sd=0.01886	0.00108097266354041	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
MEblue	WGCNA-module	myeloid_fraction	35	0.246705122723364	0.12387888317374	0.369531362272987	0.000402429038113646	HC3_OLS; residual_sd=0.03401	0.00108097266354041	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
MEgreen	WGCNA-module	myeloid_fraction	35	0.097297822125012	-0.0733411349831314	0.267936779233155	0.271814350845679	HC3_OLS; residual_sd=0.04858	0.339767938557098	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEtan	WGCNA-module	myeloid_fraction	35	-0.036760034246878	-0.24677416368456	0.173254095190804	0.733721327782601	HC3_OLS; residual_sd=0.02001	0.733721327782601	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEgreenyellow	WGCNA-module	myeloid_fraction	35	-0.20674468776192	-0.490929212683754	0.0774398371599141	0.163288090656237	HC3_OLS; residual_sd=0.03607	0.272146817760396	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
CTCFL	externally replicated TF	myeloid_fraction	35	-1.65015834488753	-2.90037748423438	-0.399939205540672	0.0142780054700211	HC3_OLS; residual_sd=0.3224	0.0571120218800843	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
IRF3	externally replicated TF	myeloid_fraction	35	3.02721379898977	-0.668687906458076	6.72311550443762	0.117938088612146	HC3_OLS; residual_sd=0.3828	0.235876177224292	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
JUNB	externally replicated TF	myeloid_fraction	35	0.134998765778888	-0.833584993760459	1.10358252531824	0.786417370862339	HC3_OLS; residual_sd=0.2868	0.786417370862339	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
KLF13	externally replicated TF	myeloid_fraction	35	0.741341638481679	-1.04052596946226	2.52320924642562	0.420659822848742	HC3_OLS; residual_sd=0.2405	0.458901624925901	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
KLF9	externally replicated TF	myeloid_fraction	35	-3.07435847696427	-4.81323763603316	-1.33547931789537	0.00148975478080935	HC3_OLS; residual_sd=0.4154	0.00893852868485609	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
MNT	externally replicated TF	myeloid_fraction	35	-0.685120316972862	-1.84199711446823	0.471756480522506	0.254074971218787	HC3_OLS; residual_sd=0.3588	0.338766628291716	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MXI1	externally replicated TF	myeloid_fraction	35	1.12084539856183	-0.199901966597272	2.44159276372093	0.105713677116074	HC3_OLS; residual_sd=0.2347	0.235876177224292	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
SNAI2	externally replicated TF	myeloid_fraction	35	0.768219766429433	-0.995298654554637	2.5317381874135	0.39936547353311	HC3_OLS; residual_sd=0.3802	0.458901624925901	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
TFAP4	externally replicated TF	myeloid_fraction	35	-2.07798756170835	-3.17821469161146	-0.977760431805241	0.00077757287079318	HC3_OLS; residual_sd=0.2668	0.00893852868485609	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
TP63	externally replicated TF	myeloid_fraction	35	1.42080460563071	0.281388982123498	2.56022022913792	0.0200352894799964	HC3_OLS; residual_sd=0.3196	0.0601058684399891	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
ZBTB7A	externally replicated TF	myeloid_fraction	35	2.11990772424751	-0.800859382491509	5.04067483098652	0.164243140819846	HC3_OLS; residual_sd=0.4833	0.246364711229769	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZNF24	externally replicated TF	myeloid_fraction	35	-1.26525011524124	-2.93255121820941	0.402050987726927	0.146411299078946	HC3_OLS; residual_sd=0.2591	0.246364711229769	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
BHLHE40	partially replicated TF	myeloid_fraction	35	-2.66343996560685	-5.26712956037704	-0.0597503708366554	0.0532250643634752	HC3_OLS; residual_sd=0.4332	0.230641945575059	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
E2F6	partially replicated TF	myeloid_fraction	35	-0.395781388413305	-1.89653682752615	1.10497405069955	0.608677337130791	HC3_OLS; residual_sd=0.2802	0.659400448558357	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ELF1	partially replicated TF	myeloid_fraction	35	-0.438811782497437	-1.63564273227016	0.758019167275283	0.477430569659322	HC3_OLS; residual_sd=0.2472	0.620659740557118	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
GRHL2	partially replicated TF	myeloid_fraction	35	-0.990967278794029	-2.90921054990691	0.927275992318848	0.318647304568963	HC3_OLS; residual_sd=0.3855	0.541405044001323	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
KLF1	partially replicated TF	myeloid_fraction	35	0.600606870369646	-2.93534705919051	4.1365607999298	0.741300615266847	HC3_OLS; residual_sd=0.413	0.741300615266847	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MBD1	partially replicated TF	myeloid_fraction	35	0.746732005716168	-0.176898334723841	1.67036234615618	0.122592404469098	HC3_OLS; residual_sd=0.2697	0.398425314524568	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MBD2	partially replicated TF	myeloid_fraction	35	-0.475846252057502	-1.42545569375337	0.473763189638364	0.333172334770045	HC3_OLS; residual_sd=0.1967	0.541405044001323	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
OTX2	partially replicated TF	myeloid_fraction	35	-0.278180459004363	-0.818153981335223	0.261793063326496	0.31996593899328	HC3_OLS; residual_sd=0.1442	0.541405044001323	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
SIX5	partially replicated TF	myeloid_fraction	35	-2.29105072024642	-4.20294434302453	-0.379157097468317	0.0249794604354888	HC3_OLS; residual_sd=0.2931	0.230641945575059	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
SNAPC4	partially replicated TF	myeloid_fraction	35	-0.502108152311241	-1.83532892451039	0.831112619887909	0.465633810137744	HC3_OLS; residual_sd=0.227	0.620659740557118	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZBED1	partially replicated TF	myeloid_fraction	35	1.26528026911524	-0.719528741084235	3.25008927931472	0.220284796508513	HC3_OLS; residual_sd=0.2517	0.541405044001323	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZNF384	partially replicated TF	myeloid_fraction	35	-1.43533222742503	-2.73926269772005	-0.13140175713001	0.0383424314233483	HC3_OLS; residual_sd=0.2056	0.230641945575059	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZNF740	partially replicated TF	myeloid_fraction	35	-0.330502539656619	-1.43529212992	0.774287050606761	0.56163506541075	HC3_OLS; residual_sd=0.2433	0.659400448558357	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
HALLMARK_PROTEIN_SECRETION	Hallmark	lymphoid_fraction	35	-0.0239766300122417	-0.0459301061301223	-0.00202315389436107	0.0397852020541406	HC3_OLS; residual_sd=0.01225	0.0795704041082812	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
HALLMARK_SPERMATOGENESIS	Hallmark	lymphoid_fraction	35	-3.73610956464826e-05	-0.0411301418729554	0.0410554196816624	0.998588891649686	HC3_OLS; residual_sd=0.01316	0.998588891649686	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEblack	WGCNA-module	lymphoid_fraction	35	0.0409609705517918	-0.0354664103397712	0.117388351443355	0.30114123844412	HC3_OLS; residual_sd=0.02115	0.491508302587606	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEblue	WGCNA-module	lymphoid_fraction	35	0.024319467952409	-0.114996261552211	0.163635197457029	0.734411445180572	HC3_OLS; residual_sd=0.03871	0.734411445180572	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEgreen	WGCNA-module	lymphoid_fraction	35	0.0664091874049916	-0.0629361315828894	0.195754506392873	0.32158673262082	HC3_OLS; residual_sd=0.04824	0.491508302587606	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEtan	WGCNA-module	lymphoid_fraction	35	-0.0198089997978582	-0.0646867514373419	0.0250687518416255	0.393206642070085	HC3_OLS; residual_sd=0.02001	0.491508302587606	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MEgreenyellow	WGCNA-module	lymphoid_fraction	35	-0.140715912142703	-0.28366766067984	0.00223583639443425	0.0623238218254129	HC3_OLS; residual_sd=0.03398	0.311619109127065	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
CTCFL	externally replicated TF	lymphoid_fraction	35	-0.686218183396351	-1.46415433468108	0.0917179678883815	0.0931703529913674	HC3_OLS; residual_sd=0.3322	0.223608847179282	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
IRF3	externally replicated TF	lymphoid_fraction	35	1.91139711667849	0.864678327458252	2.95811590589873	0.00109142400064685	HC3_OLS; residual_sd=0.3561	0.00739889437245995	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
JUNB	externally replicated TF	lymphoid_fraction	35	-0.458241696153659	-1.17299170158125	0.256508309273936	0.217721616408849	HC3_OLS; residual_sd=0.2796	0.373237056700885	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
KLF13	externally replicated TF	lymphoid_fraction	35	-0.116580156671608	-0.764683038040445	0.53152272469723	0.72665797515732	HC3_OLS; residual_sd=0.2465	0.963726513798708	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
KLF9	externally replicated TF	lymphoid_fraction	35	-1.17956197923488	-1.83364887025899	-0.525475088210763	0.00123314906207666	HC3_OLS; residual_sd=0.4468	0.00739889437245995	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
MNT	externally replicated TF	lymphoid_fraction	35	-0.0909383797423364	-1.2970535893913	1.11517682990662	0.883415970982149	HC3_OLS; residual_sd=0.3623	0.963726513798708	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MXI1	externally replicated TF	lymphoid_fraction	35	0.528664729058104	0.071802962924776	0.985526495191431	0.0299975517540817	HC3_OLS; residual_sd=0.2383	0.089992655262245	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
SNAI2	externally replicated TF	lymphoid_fraction	35	0.218207530434748	-0.926448279124928	1.36286333999442	0.711063524842056	HC3_OLS; residual_sd=0.3834	0.963726513798708	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
TFAP4	externally replicated TF	lymphoid_fraction	35	-0.755464331641558	-1.2313749003363	-0.279553762946818	0.0038278554668142	HC3_OLS; residual_sd=0.2913	0.0153114218672568	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
TP63	externally replicated TF	lymphoid_fraction	35	0.132036770772919	-0.961769637733925	1.22584317927976	0.814431422689207	HC3_OLS; residual_sd=0.3369	0.963726513798708	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZBTB7A	externally replicated TF	lymphoid_fraction	35	0.743679836732088	-0.412466414220766	1.89982608768494	0.216239897681257	HC3_OLS; residual_sd=0.4986	0.373237056700885	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZNF24	externally replicated TF	lymphoid_fraction	35	0.00209490027793023	-1.04113456172374	1.04532436227961	0.996883343914545	HC3_OLS; residual_sd=0.2765	0.996883343914545	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
BHLHE40	partially replicated TF	lymphoid_fraction	35	-0.364061536024865	-1.87953775711702	1.15141468506729	0.640846139913789	HC3_OLS; residual_sd=0.4756	0.757363619898114	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
E2F6	partially replicated TF	lymphoid_fraction	35	0.0846293813090708	-0.647888851261631	0.817147613879772	0.822253735733406	HC3_OLS; residual_sd=0.2816	0.822253735733406	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ELF1	partially replicated TF	lymphoid_fraction	35	-0.0895810709212532	-0.77798908784404	0.598826946001534	0.800266874675029	HC3_OLS; residual_sd=0.2491	0.822253735733406	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
GRHL2	partially replicated TF	lymphoid_fraction	35	-1.03672238847222	-1.94837422657801	-0.125070550366432	0.032746040990451	HC3_OLS; residual_sd=0.3645	0.106424633218966	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
KLF1	partially replicated TF	lymphoid_fraction	35	0.516921993177727	-0.762769998575418	1.79661398493087	0.434174046121397	HC3_OLS; residual_sd=0.4091	0.627140288842019	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
MBD1	partially replicated TF	lymphoid_fraction	35	-0.647361759734027	-1.0866798675862	-0.208043651881856	0.00679182235622975	HC3_OLS; residual_sd=0.26	0.0294312302103289	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
MBD2	partially replicated TF	lymphoid_fraction	35	-0.587296234185169	-1.15995111486661	-0.0146413535037303	0.0526518132177192	HC3_OLS; residual_sd=0.182	0.13689471436607	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
OTX2	partially replicated TF	lymphoid_fraction	35	-0.134009037130179	-0.436560692467091	0.168542618206733	0.391586543830505	HC3_OLS; residual_sd=0.1446	0.627140288842019	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
SIX5	partially replicated TF	lymphoid_fraction	35	-0.613847974094601	-1.48791362577194	0.260217677582738	0.177938758587523	HC3_OLS; residual_sd=0.3299	0.330457694519686	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
SNAPC4	partially replicated TF	lymphoid_fraction	35	0.751847621295917	0.299698116055009	1.20399712653683	0.00259326865667287	HC3_OLS; residual_sd=0.2042	0.0205706858203625	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
ZBED1	partially replicated TF	lymphoid_fraction	35	1.03677511960565	0.398535604824081	1.67501463438721	0.00316472089544038	HC3_OLS; residual_sd=0.2263	0.0205706858203625	PENG_CRA001160	PARTLY_EXPLAINED_BY_CELL_COMPOSITION
ZNF384	partially replicated TF	lymphoid_fraction	35	-0.362803536886775	-0.756605600850592	0.030998527077043	0.0800922223417908	HC3_OLS; residual_sd=0.2272	0.173533148407213	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
ZNF740	partially replicated TF	lymphoid_fraction	35	0.148007098243	-0.384510335851878	0.680524532337877	0.589581762758378	HC3_OLS; residual_sd=0.2437	0.757363619898114	PENG_CRA001160	NOT_COMPOSITION_EXPLAINED_AT_Q0.10
