overall_decision	hybrid_median_coactivation	hybrid_median_distance_to_both_poles	hybrid_median_assignment_entropy	primary_modality_p_value	dominant_hybrid_category
INCONCLUSIVE	0.36136460934878817	2.076583759436795	0.129762859053042	0.480034148525731	TO_VERIFY
