analysis_id	sample_n	gene_n	seed	iterations	runtime_seconds
STAB_CSY_PRIMARY	62	94	2026	1000	5.03770899772644
STAB_CSY_LOG2	62	94	2026	1000	5.12811708450317
STAB_UNSUP_HVG	62	1000	2026	1000	13.6991100311279
STAB_CSY_OUTLIER_EXCL	58	94	2026	1000	4.76306700706482
STAB_HVG_OUTLIER_EXCL	58	1000	2026	1000	12.4704778194427
STAB_CSY_FEAT_RESAMP	62	94	2026	1000	4.93038606643677
STAB_CSY_IMPUTED	62	94	2026	1000	4.98901605606079
STAB_HVG_VAR_FILTER	62	500	2026	1000	8.47241902351379
